candidate_alias,candidate_role,priority_lane,feature_design,adapter_mode,model_materialization_type,source_feature_file,feature_file,feature_sha256,source_model_file,model_file,model_sha256,common_feature_path,common_feature_sha256,common_model_path,common_model_sha256,feature_count,feature_order,feature_order_hash,soft_feature_index,soft_score_cuts,soft_score_terms,rows,total_signal_rows,high_soft_score_signal_rows,high_soft_score_signal_ratio,context_missing_rows,claim_boundary
s264_aih,challenger_core,P0,adx_atr_soft_score,feature_only_model_retrain,research_score_table_extension_not_retrained,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_aih.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267I/p0_soft_noncalendar_adapter_materialization/adxatrsoft/s264_aih/features/s264_aih_adxatrsoft.csv,a5a1a50b36d2b6174b494bc720797faf0a2d6d0bd59c063388edde8fb1e7e816,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s264_aih_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267I/p0_soft_noncalendar_adapter_materialization/adxatrsoft/s264_aih/models/s264_aih_adxatrsoft_model.csv,95c6242f2d1c846e9a242f3588941d906ced5d8ca18dbb8c59c893359aa190c8,OPV2/s267i/run267I_p0_soft_noncalendar_adapter/adxatrsoft/s264_aih/features/s264_aih_adxatrsoft.csv,a5a1a50b36d2b6174b494bc720797faf0a2d6d0bd59c063388edde8fb1e7e816,OPV2/s267i/run267I_p0_soft_noncalendar_adapter/adxatrsoft/s264_aih/models/s264_aih_adxatrsoft_model.csv,95c6242f2d1c846e9a242f3588941d906ced5d8ca18dbb8c59c893359aa190c8,4,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_allow_inner_high_quarter;stage267_adx_atr_soft_score,c5b69e283de7d39366473a3a5d8c46f7b9be9fbf128e9a622e2b73230f0ad70b,3,0.25;0.50;0.75,0.000/0.000/0.000;-0.025/0.050/-0.025;-0.050/0.100/-0.050;-0.075/0.150/-0.075;-0.100/0.200/-0.100,11651,540,16,0.0296296296296,0,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
s264_lc,defensive_control,P0_control,adx_atr_soft_score,feature_only_model_retrain,research_score_table_extension_not_retrained,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/features/s264_lc.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267I/p0_soft_noncalendar_adapter_materialization/adxatrsoft/s264_lc/features/s264_lc_adxatrsoft.csv,065de19959183424b2c5d68509ee848cca2fd2a1fd1777d0256ff8fffcd81dc4,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267B/historical_2024/models/s264_lc_model.csv,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267I/p0_soft_noncalendar_adapter_materialization/adxatrsoft/s264_lc/models/s264_lc_adxatrsoft_model.csv,95c6242f2d1c846e9a242f3588941d906ced5d8ca18dbb8c59c893359aa190c8,OPV2/s267i/run267I_p0_soft_noncalendar_adapter/adxatrsoft/s264_lc/features/s264_lc_adxatrsoft.csv,065de19959183424b2c5d68509ee848cca2fd2a1fd1777d0256ff8fffcd81dc4,OPV2/s267i/run267I_p0_soft_noncalendar_adapter/adxatrsoft/s264_lc/models/s264_lc_adxatrsoft_model.csv,95c6242f2d1c846e9a242f3588941d906ced5d8ca18dbb8c59c893359aa190c8,4,stage56_context_et_event_signal;stage264_source_feature_rank_bucket;stage264_source_feature_gate_lowrank_control;stage267_adx_atr_soft_score,9a7b01925c70e5511c9458460975e7b19e4b62f453e4fcfed55fc8a403c46df3,3,0.25;0.50;0.75,0.000/0.000/0.000;-0.025/0.050/-0.025;-0.050/0.100/-0.050;-0.075/0.150/-0.075;-0.100/0.200/-0.100,11651,540,16,0.0296296296296,0,research_development_only_no_live_readiness_no_runtime_authority_no_operating_promotion_no_operating_reference_no_production_baseline_no_deployment_no_onnx_until_goal_gate
