run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_tier_a_only_validation_is.htm,2faf0f246bbf9b31c1355121af81d4f36f8613c642ef91a4b18213d48da1c30a,-287.3,0.72,148,403.42,recorded
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_tier_b_fallback_only_validation_is.htm,e9560fca2d0b0cf06e358001a8a16ff32638a987ebf480b1acca3ee59d747b00,173.91,63.33,6,57.43,recorded
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_routed_validation_is.htm,d8822fd01d8205f95722de234258e5057d25664ba8cc64a9a503407efab401ba,NA,NA,NA,NA,recorded
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_routed_validation_is.htm,d8822fd01d8205f95722de234258e5057d25664ba8cc64a9a503407efab401ba,NA,NA,NA,NA,recorded
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_routed_validation_is.htm,d8822fd01d8205f95722de234258e5057d25664ba8cc64a9a503407efab401ba,-250.95,0.74,150,368.06,recorded
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_tier_a_only_oos.htm,63d9dbf7256decad01e7700e4b49d7601680dec5c1fa186fec7a917d3aee7237,191.63,1.49,94,99.98,recorded
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_tier_b_fallback_only_oos.htm,bbf6f8f8496841251f4a3863af4d7413ed2fee325122a5e977db74ec0045060e,115.73,1.92,11,137.37,recorded
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_tier_a_used_oos,oos,Tier A,primary_used,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_routed_oos.htm,3d4d26926955242cdfdfb9fa2e217c9a2bef75ec96122c5f9ffe4ad89c1fa85b,NA,NA,NA,NA,recorded
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_tier_b_fallback_used_oos,oos,Tier B,fallback_used,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_routed_oos.htm,3d4d26926955242cdfdfb9fa2e217c9a2bef75ec96122c5f9ffe4ad89c1fa85b,NA,NA,NA,NA,recorded
run11A_xgb_regularized_boosting_characteristic_scout_v1,17_model_family_challenge__xgboost_regularized_boosting_scout,mt5_routed_total_oos,oos,Tier A+B,routed_total,stages/17_model_family_challenge__xgboost_regularized_boosting_scout/02_runs/run11A_xgb_regularized_boosting_characteristic_scout_v1/mt5/reports/Project_Obsidian_Prime_v2_run11A_xgb_regularized_boosting_characteristic_scout_v1_routed_oos.htm,3d4d26926955242cdfdfb9fa2e217c9a2bef75ec96122c5f9ffe4ad89c1fa85b,222,1.58,101,99.73,recorded
