record_type,feature_index,item_index,value,score_short,score_flat,score_long
intercept,-1,-1,,0,0,0
cut,0,0,-0.5,,,
cut,0,1,0.5,,,
score,0,0,,0.5,-0.5,-0.5
score,0,1,,0.5,-0.5,-0.5
score,0,2,,-0.5,0.5,-0.5
score,0,3,,-0.5,-0.5,0.5
cut,1,0,0.5,,,
cut,1,1,1.5,,,
cut,1,2,2.5,,,
score,1,0,,0,0,0
score,1,1,,0,0,0
score,1,2,,0,0,0
score,1,3,,0.10000000000000001,-0.10000000000000001,0.10000000000000001
score,1,4,,0.14999999999999999,-0.14999999999999999,0.14999999999999999
cut,2,0,0.5,,,
cut,2,1,1.5,,,
score,2,0,,0,0,0
score,2,1,,0,0,0
score,2,2,,0,0,0
score,2,3,,0,0,0
cut,3,0,0.25,,,
cut,3,1,0.5,,,
cut,3,2,0.75,,,
score,3,0,,0,0,0
score,3,1,,-0.035000000000000003,0.070000000000000007,-0.035000000000000003
score,3,2,,-0.059999999999999998,0.12,-0.059999999999999998
score,3,3,,-0.085000000000000006,0.17000000000000001,-0.085000000000000006
score,3,4,,-0.11,0.22,-0.11
