record_view,candidate_alias,candidate_role,feature_axis,role_scope,route_role,axis,bucket,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,max_losing_streak
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,close_hour_utc,16,98,-26.1,0.970002,-0.266327,0.438776,242.21,35.792289,82,7
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,close_hour_utc,18,84,179.13,1.829613,2.1325,0.619048,48.97,9.566508,33,4
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,close_hour_utc,17,120,73.51,1.155081,0.612583,0.516667,115.76,17.252891,74,6
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,close_hour_utc,20,4,-7.07,0.624934,-1.7675,0.5,18.85,3.753186,3,2
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,close_hour_utc,19,5,-3.3,0.86715,-0.66,0.6,24.84,4.968,5,2
mt5_ta_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,tier_only_total,close_hour_utc,22,1,-17.97,0.0,-17.97,0.0,17.97,3.594,1,1
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,close_hour_utc,16,98,-26.1,0.970002,-0.266327,0.438776,242.21,35.792289,82,7
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,close_hour_utc,18,84,179.13,1.829613,2.1325,0.619048,48.97,9.566508,33,4
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,close_hour_utc,17,120,73.51,1.155081,0.612583,0.516667,115.76,17.252891,74,6
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,close_hour_utc,20,4,-7.07,0.624934,-1.7675,0.5,18.85,3.753186,3,2
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,close_hour_utc,19,5,-3.3,0.86715,-0.66,0.6,24.84,4.968,5,2
mt5_rt_s264_aih_late21_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,late21,adapter_prototype,routed_total,close_hour_utc,22,1,-17.97,0.0,-17.97,0.0,17.97,3.594,1,1
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,close_hour_utc,16,97,-35.49,0.95794,-0.365876,0.43299,235.68,35.568971,82,7
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,close_hour_utc,18,82,162.29,1.775542,1.979146,0.609756,48.07,9.398768,32,4
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,close_hour_utc,17,120,74.56,1.16266,0.621333,0.516667,111.03,16.63994,74,6
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,close_hour_utc,20,4,-6.99,0.620521,-1.7475,0.5,18.42,3.668007,3,2
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,close_hour_utc,19,5,-3.58,0.850895,-0.716,0.6,24.01,4.802,5,2
mt5_ta_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,tier_only_total,close_hour_utc,22,1,-17.53,0.0,-17.53,0.0,17.53,3.506,1,1
mt5_rt_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,routed_total,close_hour_utc,16,97,-35.49,0.95794,-0.365876,0.43299,235.68,35.568971,82,7
mt5_rt_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,routed_total,close_hour_utc,18,82,162.29,1.775542,1.979146,0.609756,48.07,9.398768,32,4
mt5_rt_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,routed_total,close_hour_utc,17,120,74.56,1.16266,0.621333,0.516667,111.03,16.63994,74,6
mt5_rt_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,routed_total,close_hour_utc,20,4,-6.99,0.620521,-1.7475,0.5,18.42,3.668007,3,2
mt5_rt_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,routed_total,close_hour_utc,19,5,-3.58,0.850895,-0.716,0.6,24.01,4.802,5,2
mt5_rt_s264_lc_late21_historical_2024_tier_a_train_era_stress,s264_lc,defensive_control,late21,adapter_prototype,routed_total,close_hour_utc,22,1,-17.53,0.0,-17.53,0.0,17.53,3.506,1,1
mt5_ta_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,tier_only_total,close_hour_utc,16,99,-66.83,0.922362,-0.675051,0.424242,265.4,40.054331,84,8
mt5_ta_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,tier_only_total,close_hour_utc,18,82,159.18,1.773733,1.94122,0.609756,48.07,9.398768,32,4
mt5_ta_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,tier_only_total,close_hour_utc,17,120,76.88,1.171286,0.640667,0.516667,108.28,16.227801,74,6
mt5_ta_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,tier_only_total,close_hour_utc,20,4,-6.99,0.620521,-1.7475,0.5,18.42,3.668007,3,2
mt5_ta_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,tier_only_total,close_hour_utc,19,5,-2.82,0.878343,-0.564,0.6,23.18,4.636,5,2
mt5_ta_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,tier_only_total,close_hour_utc,22,1,-16.66,0.0,-16.66,0.0,16.66,3.332,1,1
mt5_rt_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,routed_total,close_hour_utc,16,99,-66.83,0.922362,-0.675051,0.424242,265.4,40.054331,84,8
mt5_rt_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,routed_total,close_hour_utc,18,82,159.18,1.773733,1.94122,0.609756,48.07,9.398768,32,4
mt5_rt_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,routed_total,close_hour_utc,17,120,76.88,1.171286,0.640667,0.516667,108.28,16.227801,74,6
mt5_rt_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,routed_total,close_hour_utc,20,4,-6.99,0.620521,-1.7475,0.5,18.42,3.668007,3,2
mt5_rt_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,routed_total,close_hour_utc,19,5,-2.82,0.878343,-0.564,0.6,23.18,4.636,5,2
mt5_rt_s262_lih_late21_historical_2024_tier_a_train_era_stress,s262_lih,validation_heavy,late21,adapter_prototype,routed_total,close_hour_utc,22,1,-16.66,0.0,-16.66,0.0,16.66,3.332,1,1
mt5_ta_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,tier_only_total,close_hour_utc,16,114,-79.64,0.923339,-0.698596,0.429825,304.25,44.892509,96,6
mt5_ta_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,tier_only_total,close_hour_utc,18,85,196.65,1.88669,2.313529,0.623529,51.04,9.949318,26,4
mt5_ta_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,tier_only_total,close_hour_utc,17,123,102.73,1.210318,0.835203,0.520325,121.34,17.189647,75,6
mt5_ta_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,tier_only_total,close_hour_utc,20,4,-7.54,0.617841,-1.885,0.5,19.73,3.927462,3,2
mt5_ta_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,tier_only_total,close_hour_utc,19,5,-3.77,0.854721,-0.754,0.6,25.95,5.19,5,2
mt5_ta_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,tier_only_total,close_hour_utc,22,1,-17.97,0.0,-17.97,0.0,17.97,3.594,1,1
mt5_rt_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,routed_total,close_hour_utc,16,114,-79.64,0.923339,-0.698596,0.429825,304.25,44.892509,96,6
mt5_rt_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,routed_total,close_hour_utc,18,85,196.65,1.88669,2.313529,0.623529,51.04,9.949318,26,4
mt5_rt_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,routed_total,close_hour_utc,17,123,102.73,1.210318,0.835203,0.520325,121.34,17.189647,75,6
mt5_rt_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,routed_total,close_hour_utc,20,4,-7.54,0.617841,-1.885,0.5,19.73,3.927462,3,2
mt5_rt_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,routed_total,close_hour_utc,19,5,-3.77,0.854721,-0.754,0.6,25.95,5.19,5,2
mt5_rt_s258_stc_late21_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,late21,adapter_prototype,routed_total,close_hour_utc,22,1,-17.97,0.0,-17.97,0.0,17.97,3.594,1,1
mt5_ta_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,tier_only_total,close_hour_utc,16,99,-31.87,0.963202,-0.321919,0.434343,238.91,35.753195,82,7
mt5_ta_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,tier_only_total,close_hour_utc,18,84,178.98,1.837216,2.130714,0.619048,48.51,9.471465,33,4
mt5_ta_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,tier_only_total,close_hour_utc,17,120,70.04,1.149352,0.583667,0.516667,114.14,17.101419,74,6
mt5_ta_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,tier_only_total,close_hour_utc,20,4,-7.04,0.62593,-1.76,0.5,18.82,3.747212,3,2
mt5_ta_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,tier_only_total,close_hour_utc,19,5,-2.47,0.897126,-0.494,0.6,24.01,4.802,5,2
mt5_ta_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,tier_only_total,close_hour_utc,22,1,-17.97,0.0,-17.97,0.0,17.97,3.594,1,1
mt5_rt_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,routed_total,close_hour_utc,16,99,-31.87,0.963202,-0.321919,0.434343,238.91,35.753195,82,7
mt5_rt_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,routed_total,close_hour_utc,18,84,178.98,1.837216,2.130714,0.619048,48.51,9.471465,33,4
mt5_rt_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,routed_total,close_hour_utc,17,120,70.04,1.149352,0.583667,0.516667,114.14,17.101419,74,6
mt5_rt_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,routed_total,close_hour_utc,20,4,-7.04,0.62593,-1.76,0.5,18.82,3.747212,3,2
mt5_rt_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,routed_total,close_hour_utc,19,5,-2.47,0.897126,-0.494,0.6,24.01,4.802,5,2
mt5_rt_s264_aia_late21_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,late21,adapter_prototype,routed_total,close_hour_utc,22,1,-17.97,0.0,-17.97,0.0,17.97,3.594,1,1
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,16,88,51.06,1.067745,0.580227,0.454545,191.44,27.844198,54,9
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,18,84,189.86,1.861473,2.260238,0.619048,51.51,10.039566,33,4
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,15,1,28.35,inf,28.35,1.0,0.0,0.0,0,0
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,17,120,72.0,1.145923,0.6,0.516667,122.07,17.983206,74,6
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,21,4,23.29,inf,5.8225,1.0,0.0,0.0,0,0
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,22,4,56.54,2.409975,14.135,0.5,20.46,3.928,1,1
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,12,3,-64.25,0.0,-21.416667,0.0,64.25,12.85,3,3
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,20,2,8.96,6.179191,4.48,0.5,1.73,0.346,1,1
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,01,1,-24.84,0.0,-24.84,0.0,24.84,4.968,1,1
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,02,1,-19.59,0.0,-19.59,0.0,19.59,3.918,1,1
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,19,4,-16.59,0.360694,-4.1475,0.5,25.95,5.19,4,2
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,09,1,-21.28,0.0,-21.28,0.0,21.28,4.256,1,1
mt5_ta_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,tier_only_total,close_hour_utc,10,1,-14.31,0.0,-14.31,0.0,14.31,2.862,1,1
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,16,88,51.06,1.067745,0.580227,0.454545,191.44,27.844198,54,9
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,18,84,189.86,1.861473,2.260238,0.619048,51.51,10.039566,33,4
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,15,1,28.35,inf,28.35,1.0,0.0,0.0,0,0
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,17,120,72.0,1.145923,0.6,0.516667,122.07,17.983206,74,6
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,21,4,23.29,inf,5.8225,1.0,0.0,0.0,0,0
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,22,4,56.54,2.409975,14.135,0.5,20.46,3.928,1,1
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,12,3,-64.25,0.0,-21.416667,0.0,64.25,12.85,3,3
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,20,2,8.96,6.179191,4.48,0.5,1.73,0.346,1,1
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,01,1,-24.84,0.0,-24.84,0.0,24.84,4.968,1,1
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,02,1,-19.59,0.0,-19.59,0.0,19.59,3.918,1,1
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,19,4,-16.59,0.360694,-4.1475,0.5,25.95,5.19,4,2
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,09,1,-21.28,0.0,-21.28,0.0,21.28,4.256,1,1
mt5_rt_s264_aih_atrcomp_historical_2024_tier_a_train_era_stress,s264_aih,challenger_core,atrcomp,p2_replacement,routed_total,close_hour_utc,10,1,-14.31,0.0,-14.31,0.0,14.31,2.862,1,1
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,16,89,46.05,1.061318,0.517416,0.449438,190.65,27.972592,54,9
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,18,84,187.44,1.857574,2.231429,0.619048,51.34,10.016975,33,4
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,15,1,28.35,inf,28.35,1.0,0.0,0.0,0,0
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,17,120,71.25,1.145822,0.59375,0.516667,121.36,17.918469,74,6
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,21,4,22.92,inf,5.73,1.0,0.0,0.0,0,0
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,22,4,56.96,2.435484,14.24,0.5,20.04,3.928,1,1
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,12,3,-64.25,0.0,-21.416667,0.0,64.25,12.85,3,3
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,20,2,9.0,6.325444,4.5,0.5,1.69,0.338,1,1
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,01,1,-24.84,0.0,-24.84,0.0,24.84,4.968,1,1
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,02,1,-19.59,0.0,-19.59,0.0,19.59,3.918,1,1
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,19,4,-16.62,0.352552,-4.155,0.5,25.67,5.134,4,2
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,09,1,-21.28,0.0,-21.28,0.0,21.28,4.256,1,1
mt5_ta_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,tier_only_total,close_hour_utc,10,1,-14.31,0.0,-14.31,0.0,14.31,2.862,1,1
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,16,89,46.05,1.061318,0.517416,0.449438,190.65,27.972592,54,9
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,18,84,187.44,1.857574,2.231429,0.619048,51.34,10.016975,33,4
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,15,1,28.35,inf,28.35,1.0,0.0,0.0,0,0
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,17,120,71.25,1.145822,0.59375,0.516667,121.36,17.918469,74,6
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,21,4,22.92,inf,5.73,1.0,0.0,0.0,0,0
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,22,4,56.96,2.435484,14.24,0.5,20.04,3.928,1,1
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,12,3,-64.25,0.0,-21.416667,0.0,64.25,12.85,3,3
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,20,2,9.0,6.325444,4.5,0.5,1.69,0.338,1,1
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,01,1,-24.84,0.0,-24.84,0.0,24.84,4.968,1,1
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,02,1,-19.59,0.0,-19.59,0.0,19.59,3.918,1,1
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,19,4,-16.62,0.352552,-4.155,0.5,25.67,5.134,4,2
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,09,1,-21.28,0.0,-21.28,0.0,21.28,4.256,1,1
mt5_rt_s264_aia_atrcomp_historical_2024_tier_a_train_era_stress,s264_aia,oos_anchor,atrcomp,p2_replacement,routed_total,close_hour_utc,10,1,-14.31,0.0,-14.31,0.0,14.31,2.862,1,1
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,16,104,1.89,1.00205,0.018173,0.442308,248.43,35.531623,63,6
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,18,85,208.93,1.926601,2.458,0.623529,53.23,10.37177,26,4
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,15,1,28.35,inf,28.35,1.0,0.0,0.0,0,0
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,17,123,102.84,1.2026,0.836098,0.520325,131.89,18.393674,75,6
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,21,4,24.57,inf,6.1425,1.0,0.0,0.0,0,0
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,22,4,56.21,2.330099,14.0525,0.5,22.13,4.152204,1,1
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,12,3,-67.74,0.0,-22.58,0.0,67.74,13.548,3,3
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,20,2,9.17,6.066298,4.585,0.5,1.81,0.362,1,1
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,01,1,-25.75,0.0,-25.75,0.0,25.75,5.15,1,1
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,02,1,-20.29,0.0,-20.29,0.0,20.29,4.058,1,1
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,19,4,-18.32,0.336232,-4.58,0.5,27.6,5.52,4,2
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,09,1,-23.05,0.0,-23.05,0.0,23.05,4.61,1,1
mt5_ta_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,tier_only_total,close_hour_utc,10,1,-15.9,0.0,-15.9,0.0,15.9,3.18,1,1
mt5_rt_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,routed_total,close_hour_utc,16,104,1.89,1.00205,0.018173,0.442308,248.43,35.531623,63,6
mt5_rt_s258_stc_atrcomp_historical_2024_tier_a_train_era_stress,s258_stc,stress_challenger,atrcomp,p2_replacement,routed_total,close_hour_utc,18,85,208.93,1.926601,2.458,0.623529,53.23,10.37177,26,4
