run_id,source_run_id,model_id,label_id,horizon_m5,policy_id,threshold_id,validation_net,oos_net,validation_profit_factor,oos_profit_factor,validation_trade_density,oos_trade_density,density_gap_to_3_per_day,validation_trade_count,oos_trade_count,validation_expectancy,oos_expectancy,oos_max_drawdown,selection_score,review_class,why,claim_boundary
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_12_0,-166.38,180.725,0.9119836219,1.1344175994,2.2950819672,2.2977099237,0.7049180328,420,301,-0.3961428571,0.6004152824,-215.795,137.1803948795,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_3_0,-32.313,169.843,0.9550464102,1.4068037346,0.737704918,0.9923664122,2.262295082,135,130,-0.2393555556,1.3064846154,-58.012,207.670770213,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_5_0,-57.534,196.295,0.9401906116,1.3213204758,1.131147541,1.4427480916,1.868852459,207,189,-0.277942029,1.0385978836,-123.675,212.036297554,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_8_0,-137.242,231.562,0.8950964176,1.2759588044,1.6448087432,2.0076335878,1.3551912568,301,263,-0.4559534884,0.8804638783,-118.962,217.163564467,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_12_0,-92.133,-8.063,0.9428803651,0.9936909628,2.2732240437,2.5801526718,0.7267759563,416,338,-0.2214735577,-0.0238550296,-183.76,-42.109586641,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_3_0,-92.207,44.282,0.8572381867,1.0958264987,0.7322404372,0.7404580153,2.2677595628,134,97,-0.6881119403,0.4565154639,-75.0,21.2110199205,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_5_0,-56.428,98.955,0.9357365504,1.1410960017,1.1530054645,1.1450381679,1.8549618321,211,150,-0.2674312796,0.6597,-135.46,91.0251110435,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_8_0,-41.323,-37.386,0.9670187497,0.9651512016,1.6284153005,1.7022900763,1.3715846995,298,223,-0.1386677852,-0.1676502242,-194.405,-58.8899996185,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth4_leaf120_n48,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_12_0,-203.274,-58.562,0.8710905247,0.9562959386,2.1475409836,2.2671755725,0.8524590164,393,297,-0.5172366412,-0.1971784512,-227.51,-136.5728221375,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_3_0,-212.678,309.252,0.792055442,1.5382489313,0.956284153,0.9389312977,2.0610687023,175,123,-1.2153028571,2.5142439024,-81.475,300.8070346965,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_5_0,-362.165,11.236,0.7429767755,1.0117155527,1.2896174863,1.3053435115,1.7103825137,236,171,-1.5345974576,0.0657076023,-155.4,-116.9677310035,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_8_0,-218.641,-84.282,0.8659834699,0.9290358433,1.6994535519,1.7480916031,1.3005464481,311,229,-0.7030257235,-0.3680436681,-244.374,-167.4800095155,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_12_0,-234.139,-116.746,0.8762376159,0.9214047588,2.1639344262,2.320610687,0.8360655738,396,304,-0.591260101,-0.3840328947,-325.983,-208.120731615,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_3_0,-70.33,-41.561,0.897144679,0.9073070858,0.6666666667,0.8015267176,2.3333333333,122,105,-0.5764754098,-0.3958190476,-117.262,-71.549826412,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_5_0,102.966,-48.927,1.1381891777,0.92447579,1.0327868852,1.2366412214,1.9672131148,189,162,0.5447936508,-0.3020185185,-156.122,-19.195453893,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_8_0,125.364,-11.919,1.1100262331,0.9867624324,1.6338797814,1.893129771,1.3661202186,299,248,0.419277592,-0.0480604839,-191.667,26.090688855,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,long_only_margin,long_only_margin__validation_density_12_0,201.038,45.878,1.1419819046,1.0383582489,2.2896174863,2.6106870229,0.7103825137,419,342,0.4798042959,0.1341461988,-143.803,122.3934849825,net_positive_pf_weak,"net positive(순수익 양수), PF weak(수익 팩터 약함)",research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_3_0,-201.398,256.305,0.7163188698,1.8711338454,0.7322404372,0.7328244275,2.2677595628,134,96,-1.5029701493,2.66984375,-59.423,289.2620435855,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_5_0,-176.672,139.078,0.8059204203,1.2093022556,1.0601092896,1.1221374046,1.9398907104,194,147,-0.9106804124,0.9461088435,-91.863,100.620717695,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_8_0,-117.212,23.123,0.9024246491,1.0225792245,1.5300546448,1.7175572519,1.4699453552,280,225,-0.4186142857,0.1027688889,-121.825,-16.3499068005,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h12_move5pts__rf_depth5_leaf80_n48,dense_h12_move5pts,12,short_only_margin,short_only_margin__validation_density_12_0,-173.981,-19.881,0.8911644672,0.9848657858,2.131147541,2.2900763359,0.868852459,390,300,-0.4461051282,-0.06627,-263.55,-90.4079683205,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_3_0,-465.758,-3.138,0.42467476,0.9937718571,0.3879781421,0.5877862595,2.6120218579,71,77,-6.559971831,-0.0407532468,-87.71,-163.8481899795,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_5_0,-362.689,-159.94,0.6386498025,0.8138037174,0.6284153005,0.9312977099,2.3715846995,115,122,-3.1538173913,-1.3109836066,-260.325,-298.6977202745,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_8_0,-252.374,-113.744,0.7981916945,0.8982275903,0.9344262295,1.2900763359,2.0655737705,171,169,-1.475871345,-0.6730414201,-294.192,-213.2164820945,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_12_0,-372.453,15.293,0.7688751955,1.0124148524,1.2349726776,1.572519084,1.7650273224,226,206,-1.6480221239,0.0742378641,-180.195,-114.640050487,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,long_only_margin,long_only_margin__validation_density_3_0,-60.471,21.949,0.8896562924,1.0722612718,0.4153005464,0.465648855,2.5846994536,76,61,-0.7956710526,0.3598196721,-92.913,4.350706891,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,long_only_margin,long_only_margin__validation_density_5_0,-178.411,8.991,0.7757249834,1.0181983787,0.6666666667,0.7786259542,2.3333333333,122,102,-1.4623852459,0.0881470588,-133.131,-58.026394785,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,long_only_margin,long_only_margin__validation_density_8_0,-218.448,-0.703,0.7978998788,0.9989466476,1.0218579235,1.0992366412,1.9781420765,187,144,-1.168171123,-0.0048819444,-193.333,-87.130256794,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,long_only_margin,long_only_margin__validation_density_12_0,-95.525,-122.805,0.9190791157,0.8647480319,1.3606557377,1.4732824427,1.6393442623,249,193,-0.3836345382,-0.6362953368,-284.248,-171.6121777865,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,short_only_margin,short_only_margin__validation_density_3_0,-132.705,-53.418,0.7626202729,0.89810295,0.393442623,0.572519084,2.606557377,72,75,-1.843125,-0.71224,-123.455,-106.87855458,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,short_only_margin,short_only_margin__validation_density_5_0,-166.835,-48.712,0.7980826719,0.9382222538,0.6393442623,0.9770992366,2.3606557377,117,128,-1.4259401709,-0.3805625,-144.43,-113.773153817,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,short_only_margin,short_only_margin__validation_density_8_0,-319.309,103.556,0.7380106106,1.1136909826,1.0054644809,1.2595419847,1.9945355191,184,165,-1.735375,0.6276121212,-106.675,3.2044778355,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__lr_balanced_c0_40,dense_h24_move8pts,24,short_only_margin,short_only_margin__validation_density_12_0,-408.035,118.124,0.733349148,1.1054802887,1.3825136612,1.641221374,1.6174863388,253,215,-1.6127865613,0.5494139535,-117.675,-13.238508486,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_3_0,-95.984,178.561,0.8241851639,1.6203028545,0.4043715847,0.427480916,2.5956284153,74,56,-1.2970810811,3.1885892857,-118.579,215.712563705,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_5_0,-35.61,302.986,0.9486216135,1.6976791311,0.5737704918,0.7022900763,2.4262295082,105,92,-0.3391428571,3.293326087,-62.125,378.3786664525,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_8_0,-263.6,74.745,0.7694131232,1.0971996817,0.8743169399,1.0229007634,2.1256830601,160,134,-1.6475,0.5577985075,-126.29,-3.208155432,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,two_sided_argmax_margin,two_sided_argmax_margin__validation_density_12_0,-418.613,-223.127,0.7378630806,0.8176480011,1.2295081967,1.3893129771,1.7704918033,225,182,-1.8605022222,-1.2259725275,-307.716,-380.3029193205,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,long_only_margin,long_only_margin__validation_density_3_0,-114.971,-36.465,0.7708001491,0.9064414659,0.4262295082,0.5572519084,2.5737704918,78,73,-1.4739871795,-0.4995205479,-142.198,-85.294430458,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,long_only_margin,long_only_margin__validation_density_5_0,-10.307,17.829,0.9852648313,1.0339590297,0.693989071,0.8549618321,2.306010929,127,112,-0.0811574803,0.1591875,-129.082,12.2448827245,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,long_only_margin,long_only_margin__validation_density_8_0,-0.274,-103.851,0.9997091348,0.8734686319,1.0327868852,1.2519083969,1.9672131148,189,164,-0.0014497354,-0.6332378049,-207.906,-114.3198380155,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,long_only_margin,long_only_margin__validation_density_12_0,31.799,-164.853,1.0265820139,0.8462632436,1.3661202186,1.5801526718,1.6338797814,250,207,0.127196,-0.7963913043,-260.507,-166.663146641,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,short_only_margin,short_only_margin__validation_density_3_0,-24.596,190.137,0.9494883322,1.8514334077,0.4316939891,0.4427480916,2.5683060109,79,58,-0.3113417722,3.2782241379,-48.625,282.024149382,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,short_only_margin,short_only_margin__validation_density_5_0,5.206,206.836,1.0089343482,1.5534295691,0.5737704918,0.6183206107,2.4262295082,105,81,0.0495809524,2.5535308642,-86.375,271.2512513455,net_positive_pf_weak,"net positive(순수익 양수), PF weak(수익 팩터 약함)",research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
run364K_review_direct_dense_m5_onnx_scout_without_db_v1,run364J_train_direct_dense_m5_return_onnx_scout_without_db_v1,all58__dense_h24_move8pts__rf_depth4_leaf120_n48,dense_h24_move8pts,24,short_only_margin,short_only_margin__validation_density_8_0,-133.51,190.096,0.8525652281,1.3416958609,0.8415300546,0.9007633588,2.1584699454,154,118,-0.8669480519,1.6109830508,-92.175,181.500820102,no_cross_split_edge,cross split edge not preserved(교차 분할 엣지 보존 실패),research_development_kpi_evidence_review_only_no_new_model_training_no_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim
