queue_id,candidate_id,candidate_alias,candidate_role,test_id,test_type,materialization_boundary,attempt_name,tier,split,attempt_role,record_view_prefix,set_path,set_sha256,ini_path,ini_sha256,common_telemetry_path,common_summary_path,fallback_enabled,execution_status,runtime_status
run267N_11_s262_lih_abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_11_s262_lih_abl_ma_trend_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_abl_ma_trend,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_11_s262_lih_abl_ma_trend_ta_2024.set,f59f56ae84288efdc2a32009c8478a9918bcfddb109b45c5926302e0d340e2c7,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_11_s262_lih_abl_ma_trend_ta_2024.ini,e526a5e61fce878a6c4094bc82774215ec37534c10ee641e1abb39502fad5b69,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_11_s262_lih_abl_ma_trend/telemetry/run267n_11_s262_lih_abl_ma_trend_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_11_s262_lih_abl_ma_trend/telemetry/run267n_11_s262_lih_abl_ma_trend_ta_2024_summary.csv,False,completed,completed
run267N_11_s262_lih_abl_ma_trend,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_ma_trend,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_11_s262_lih_abl_ma_trend_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_abl_ma_trend,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_11_s262_lih_abl_ma_trend_rt_2024.set,73de41ad8ccb7e73341d1f778704751bf8372e90b0e232f73247019c45336ff9,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_11_s262_lih_abl_ma_trend_rt_2024.ini,147a23746f990a700bff5153436a8ab66f5d8b4cbfe91f65af772d840bdcf004,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_11_s262_lih_abl_ma_trend/telemetry/run267n_11_s262_lih_abl_ma_trend_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_11_s262_lih_abl_ma_trend/telemetry/run267n_11_s262_lih_abl_ma_trend_rt_2024_summary.csv,False,completed,completed
run267N_12_s262_lih_abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_12_s262_lih_abl_trend_strength_direction_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_abl_trend_strength_directi,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_12_s262_lih_abl_trend_strength_direction_ta_2024.set,accba2500e66f81a0621818fa4154752605de1a7c821011a31171f0c44719f02,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_12_s262_lih_abl_trend_strength_direction_ta_2024.ini,c9ba3723c7558eb938381e865f63bbcce542efcb0523d48827b9c336a13c4ca4,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_12_s262_lih_abl_trend_strength_direction/telemetry/run267n_12_s262_lih_abl_trend_strength_direction_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_12_s262_lih_abl_trend_strength_direction/telemetry/run267n_12_s262_lih_abl_trend_strength_direction_ta_2024_summary.csv,False,completed,completed
run267N_12_s262_lih_abl_trend_strength_direction,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_12_s262_lih_abl_trend_strength_direction_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_abl_trend_strength_directi,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_12_s262_lih_abl_trend_strength_direction_rt_2024.set,fb3b518543ac8a72b3ba1487c1b2ca340ca713824e460d4c3703c0172b989096,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_12_s262_lih_abl_trend_strength_direction_rt_2024.ini,8a3dc777a9014e26a6c1ecfe5ac1e1fea3f44f6c7b23a1e60f3d214e88567223,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_12_s262_lih_abl_trend_strength_direction/telemetry/run267n_12_s262_lih_abl_trend_strength_direction_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_12_s262_lih_abl_trend_strength_direction/telemetry/run267n_12_s262_lih_abl_trend_strength_direction_rt_2024_summary.csv,False,completed,completed
run267N_13_s262_lih_rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_13_s262_lih_rep_trend_strength_adx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_rep_trend_strength_adx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_13_s262_lih_rep_trend_strength_adx_ta_2024.set,1a7d6e4cb3500690690a67468b43d58ad2cb52ed4047eaeedf0997b22d25d35a,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_13_s262_lih_rep_trend_strength_adx_ta_2024.ini,2ea6d23251645edc263c28bd4d3fe0a448c9882103beae8da14a8c96671676c1,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_13_s262_lih_rep_trend_strength_adx/telemetry/run267n_13_s262_lih_rep_trend_strength_adx_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_13_s262_lih_rep_trend_strength_adx/telemetry/run267n_13_s262_lih_rep_trend_strength_adx_ta_2024_summary.csv,False,completed,completed
run267N_13_s262_lih_rep_trend_strength_adx,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_13_s262_lih_rep_trend_strength_adx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_rep_trend_strength_adx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_13_s262_lih_rep_trend_strength_adx_rt_2024.set,d44477bf36a09f6641c1918099acf9c22bd5071ba9b0bc9007c1213d6c28dc2d,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_13_s262_lih_rep_trend_strength_adx_rt_2024.ini,44852b6a2d33804079c894fd93428feff8adf1da7928a2daba62b14fe762dae9,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_13_s262_lih_rep_trend_strength_adx/telemetry/run267n_13_s262_lih_rep_trend_strength_adx_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_13_s262_lih_rep_trend_strength_adx/telemetry/run267n_13_s262_lih_rep_trend_strength_adx_rt_2024_summary.csv,False,completed,completed
run267N_14_s262_lih_rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_14_s262_lih_rep_volatility_atr_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s262_lih_rep_volatility_atr,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_14_s262_lih_rep_volatility_atr_ta_2024.set,f90e6e959af916c056378ba42c9965c05a50e01875a98c744c372d0a3c902653,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_14_s262_lih_rep_volatility_atr_ta_2024.ini,3215030edb2d5efd929d15f09ce19b70e0fdd37138d6cf25ec68c19297bb452a,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_14_s262_lih_rep_volatility_atr/telemetry/run267n_14_s262_lih_rep_volatility_atr_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_14_s262_lih_rep_volatility_atr/telemetry/run267n_14_s262_lih_rep_volatility_atr_ta_2024_summary.csv,False,completed,completed
run267N_14_s262_lih_rep_volatility_atr,s262_lowrank_inner_half_filter,s262_lih,validation_heavy,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_14_s262_lih_rep_volatility_atr_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s262_lih_rep_volatility_atr,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_14_s262_lih_rep_volatility_atr_rt_2024.set,c92543b1b1442a01b4d4a2ce4934fb8efb2c97059b9f765d31c8bff08d846347,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_14_s262_lih_rep_volatility_atr_rt_2024.ini,0719bfa56e1b0587a9ba4950856a1f9c65e7d3d534fe4b69188cf0fae64b909c,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_14_s262_lih_rep_volatility_atr/telemetry/run267n_14_s262_lih_rep_volatility_atr_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s262_lih/run267n_14_s262_lih_rep_volatility_atr/telemetry/run267n_14_s262_lih_rep_volatility_atr_rt_2024_summary.csv,False,completed,completed
run267N_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_15_s264_aia_abl_volatility_bandwidth_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_abl_volatility_bandwidth,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_15_s264_aia_abl_volatility_bandwidth_ta_2024.set,97503e77ad4815e28ce6c5d6c160fffe4a7529f1c89d57b03d152d6e93aa7a41,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_15_s264_aia_abl_volatility_bandwidth_ta_2024.ini,f20d2a2fc87e719e537913ec81c08bd67b3cf1676a7b01af17c53cc5af0a3805,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_15_s264_aia_abl_volatility_bandwidth/telemetry/run267n_15_s264_aia_abl_volatility_bandwidth_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_15_s264_aia_abl_volatility_bandwidth/telemetry/run267n_15_s264_aia_abl_volatility_bandwidth_ta_2024_summary.csv,False,completed,completed
run267N_15_s264_aia_abl_volatility_bandwidth,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_volatility_bandwidth,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_15_s264_aia_abl_volatility_bandwidth_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_abl_volatility_bandwidth,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_15_s264_aia_abl_volatility_bandwidth_rt_2024.set,89f12b6b62b8cfeb80ae6db7ab3bd3b3682ee9af581ddf4c98df75db15c5b5c7,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_15_s264_aia_abl_volatility_bandwidth_rt_2024.ini,5605f1c519bad06fd7ecac9ac95d47f3e3dbca47bee93d4fd26b3e28b57713ac,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_15_s264_aia_abl_volatility_bandwidth/telemetry/run267n_15_s264_aia_abl_volatility_bandwidth_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_15_s264_aia_abl_volatility_bandwidth/telemetry/run267n_15_s264_aia_abl_volatility_bandwidth_rt_2024_summary.csv,False,completed,completed
run267N_16_s264_aia_abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_16_s264_aia_abl_trend_strength_direction_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_abl_trend_strength_directi,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_16_s264_aia_abl_trend_strength_direction_ta_2024.set,1ef616bbc0da064dc31658d3c936080609d122086c8d11a7c898770381c051ba,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_16_s264_aia_abl_trend_strength_direction_ta_2024.ini,3e16f483fe38d528c753f43ce3ff67f9716c72c086289bbcf3dd2ad13e344ea3,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_16_s264_aia_abl_trend_strength_direction/telemetry/run267n_16_s264_aia_abl_trend_strength_direction_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_16_s264_aia_abl_trend_strength_direction/telemetry/run267n_16_s264_aia_abl_trend_strength_direction_ta_2024_summary.csv,False,completed,completed
run267N_16_s264_aia_abl_trend_strength_direction,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_trend_strength_direction,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_16_s264_aia_abl_trend_strength_direction_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_abl_trend_strength_directi,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_16_s264_aia_abl_trend_strength_direction_rt_2024.set,12a11955e3dccb7a09f5b71c118fe152699e9c991a5f1ec01c9751fe63f7a85a,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_16_s264_aia_abl_trend_strength_direction_rt_2024.ini,228f0ca9677e5fc6f058de316474b46e8fe32c8959b8548a1bf9d97c7f7aea99,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_16_s264_aia_abl_trend_strength_direction/telemetry/run267n_16_s264_aia_abl_trend_strength_direction_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_16_s264_aia_abl_trend_strength_direction/telemetry/run267n_16_s264_aia_abl_trend_strength_direction_rt_2024_summary.csv,False,completed,completed
run267N_17_s264_aia_abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_17_s264_aia_abl_session_timing_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_abl_session_timing,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_17_s264_aia_abl_session_timing_ta_2024.set,b7ceb05c510e78698e6e2a7d5f1726f47f0fdbdc5534d07b0e830f7e85adfaab,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_17_s264_aia_abl_session_timing_ta_2024.ini,d14d61cdb7e6611596a410d49e2a9010cc6017bd3973cf246c8985fce119f856,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_17_s264_aia_abl_session_timing/telemetry/run267n_17_s264_aia_abl_session_timing_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_17_s264_aia_abl_session_timing/telemetry/run267n_17_s264_aia_abl_session_timing_ta_2024_summary.csv,False,completed,completed
run267N_17_s264_aia_abl_session_timing,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,abl_session_timing,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_17_s264_aia_abl_session_timing_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_abl_session_timing,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_17_s264_aia_abl_session_timing_rt_2024.set,e0f105b2dc5085902dcc8d23dfb55e800a6c73d36c953422acd3ecbb6fdba586,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_17_s264_aia_abl_session_timing_rt_2024.ini,a23bc56358fc0695912a5f174544081bae9ef980541467da6309162100cc4d86,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_17_s264_aia_abl_session_timing/telemetry/run267n_17_s264_aia_abl_session_timing_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_17_s264_aia_abl_session_timing/telemetry/run267n_17_s264_aia_abl_session_timing_rt_2024_summary.csv,False,completed,completed
run267N_18_s264_aia_rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_18_s264_aia_rep_trend_strength_adx_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_rep_trend_strength_adx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_18_s264_aia_rep_trend_strength_adx_ta_2024.set,d1b035317323cc496d06c57478cce45f3b2a8e03225a939f0dc30ea3d76d2d68,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_18_s264_aia_rep_trend_strength_adx_ta_2024.ini,8342bdf2e12b3448dcaad6d4ceb0cdcd0dc0b260dadcbfed79b4344bb1b7c25e,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_18_s264_aia_rep_trend_strength_adx/telemetry/run267n_18_s264_aia_rep_trend_strength_adx_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_18_s264_aia_rep_trend_strength_adx/telemetry/run267n_18_s264_aia_rep_trend_strength_adx_ta_2024_summary.csv,False,completed,completed
run267N_18_s264_aia_rep_trend_strength_adx,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_trend_strength_adx,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_18_s264_aia_rep_trend_strength_adx_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_rep_trend_strength_adx,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_18_s264_aia_rep_trend_strength_adx_rt_2024.set,c24801dc5ddf6d6c95355189bb5f9d85ecdd8f6f35043c8a6c6e41ae8467fb11,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_18_s264_aia_rep_trend_strength_adx_rt_2024.ini,9b8a3304761efb9f73116e436a71aba669cb8083850a9e719d94d60eb511e24c,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_18_s264_aia_rep_trend_strength_adx/telemetry/run267n_18_s264_aia_rep_trend_strength_adx_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_18_s264_aia_rep_trend_strength_adx/telemetry/run267n_18_s264_aia_rep_trend_strength_adx_rt_2024_summary.csv,False,completed,completed
run267N_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_19_s264_aia_rep_volatility_atr_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s264_aia_rep_volatility_atr,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_19_s264_aia_rep_volatility_atr_ta_2024.set,76fd6c740697d79e8836f179ccefab7eeac316d6e360300fc3e5ebc49095a051,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_19_s264_aia_rep_volatility_atr_ta_2024.ini,af5f935ef8cf6fc7e27886a25aea700899b873954701c12af1d9a4943899eb2d,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_19_s264_aia_rep_volatility_atr/telemetry/run267n_19_s264_aia_rep_volatility_atr_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_19_s264_aia_rep_volatility_atr/telemetry/run267n_19_s264_aia_rep_volatility_atr_ta_2024_summary.csv,False,completed,completed
run267N_19_s264_aia_rep_volatility_atr,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,rep_volatility_atr,similar_feature_replacement(유사 피처 대체),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_19_s264_aia_rep_volatility_atr_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s264_aia_rep_volatility_atr,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_19_s264_aia_rep_volatility_atr_rt_2024.set,2bd589ae968e234010c905331092dae14c84d48d39c206ab3e2815d71977c898,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_19_s264_aia_rep_volatility_atr_rt_2024.ini,7e3b74565b2bd1ebd6e50fdda2348c4b5c1c4fb4639daba08f1969b9777e7732,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_19_s264_aia_rep_volatility_atr/telemetry/run267n_19_s264_aia_rep_volatility_atr_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s264_aia/run267n_19_s264_aia_rep_volatility_atr/telemetry/run267n_19_s264_aia_rep_volatility_atr_rt_2024_summary.csv,False,completed,completed
run267N_20_s258_stc_abl_price_return_range,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_20_s258_stc_abl_price_return_range_ta_2024,Tier A,historical_2024_tier_a_train_era_stress,tier_only_total,mt5_ta_s258_stc_abl_price_return_range,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_20_s258_stc_abl_price_return_range_ta_2024.set,04869b8fb520da113c6ef11ea20c77c97634affb30d88d68b3dd4757cbdec196,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_20_s258_stc_abl_price_return_range_ta_2024.ini,86ef5e833b0225ca0bd4e62c7e7faace87977b2bd63b992c76ca5db436e68c68,OPV2/s267n/run267N_p0_ablation_replacement/s258_stc/run267n_20_s258_stc_abl_price_return_range/telemetry/run267n_20_s258_stc_abl_price_return_range_ta_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s258_stc/run267n_20_s258_stc_abl_price_return_range/telemetry/run267n_20_s258_stc_abl_price_return_range_ta_2024_summary.csv,False,completed,completed
run267N_20_s258_stc_abl_price_return_range,s258_short_tight_control,s258_stc,stress_challenger,abl_price_return_range,feature_category_ablation(피처 범주 제거),"proxy_adapter_variant_not_true_internal_feature_ablation(대체 어댑터 변형, 내부 피처 직접 제거 아님)",run267n_20_s258_stc_abl_price_return_range_rt_2024,Tier A+B,historical_2024_tier_a_train_era_stress,routed_total,mt5_rt_s258_stc_abl_price_return_range,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_20_s258_stc_abl_price_return_range_rt_2024.set,a1afe9df67bf34f0ced026a9309584515182c5e887b5ce06a85146f4dd7bc63a,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267N/p0_ablation_replacement_materialization/mt5/run267n_20_s258_stc_abl_price_return_range_rt_2024.ini,e5f38661918be4b7a92b6ec132216d8a4779eb37abc1611c8638d8208abfe49e,OPV2/s267n/run267N_p0_ablation_replacement/s258_stc/run267n_20_s258_stc_abl_price_return_range/telemetry/run267n_20_s258_stc_abl_price_return_range_rt_2024_telemetry.csv,OPV2/s267n/run267N_p0_ablation_replacement/s258_stc/run267n_20_s258_stc_abl_price_return_range/telemetry/run267n_20_s258_stc_abl_price_return_range_rt_2024_summary.csv,False,completed,completed
