ledger_row_id,stage_id,run_id,subrun_id,parent_run_id,record_view,tier_scope,kpi_scope,scoreboard_lane,status,judgment,path,primary_kpi,guardrail_kpi,external_verification_status,notes
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c01_no_overlay_reference_tier_a_used_validation_is,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c01_no_overlay_reference_tier_a_used_validation_is,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c01_no_overlay_reference_tier_a_used_validation_is,Tier A,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=7327;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c01_no_overlay_reference_tier_b_fallback_used_validation_is,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c01_no_overlay_reference_tier_b_fallback_used_validation_is,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c01_no_overlay_reference_tier_b_fallback_used_validation_is,Tier B,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=1478;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c01_no_overlay_reference_validation_is,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c01_no_overlay_reference_validation_is,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c01_no_overlay_reference_validation_is,Tier A+B,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/39_exit_risk__non_entry_lifecycle_tail_overlay/02_runs/run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1_routed_c01_no_overlay_reference_validation_is.htm,net_profit=334.73;profit_factor=1.08;trade_count=1356;signal_count=;expectancy=0.25;win_rate=49.41,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=461.48;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c01_no_overlay_reference_tier_a_used_oos,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c01_no_overlay_reference_tier_a_used_oos,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c01_no_overlay_reference_tier_a_used_oos,Tier A,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=5680;expectancy=None;win_rate=None,route_role=primary_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c01_no_overlay_reference_tier_b_fallback_used_oos,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c01_no_overlay_reference_tier_b_fallback_used_oos,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c01_no_overlay_reference_tier_b_fallback_used_oos,Tier B,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=727;expectancy=None;win_rate=None,route_role=fallback_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c01_no_overlay_reference_oos,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c01_no_overlay_reference_oos,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c01_no_overlay_reference_oos,Tier A+B,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/39_exit_risk__non_entry_lifecycle_tail_overlay/02_runs/run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1_routed_c01_no_overlay_reference_oos.htm,net_profit=-494.46;profit_factor=0.86;trade_count=982;signal_count=;expectancy=-0.5;win_rate=48.37,route_role=routed_total;a_used=7584;b_fallback=1062;max_dd=684.17;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c02_survival_clock_exit_tier_a_used_validation_is,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c02_survival_clock_exit_tier_a_used_validation_is,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c02_survival_clock_exit_tier_a_used_validation_is,Tier A,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=7327;expectancy=None;win_rate=None,route_role=primary_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c02_survival_clock_exit_tier_b_fallback_used_validation_is,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c02_survival_clock_exit_tier_b_fallback_used_validation_is,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c02_survival_clock_exit_tier_b_fallback_used_validation_is,Tier B,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=1478;expectancy=None;win_rate=None,route_role=fallback_used;a_used=9844;b_fallback=2366;max_dd=None;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c02_survival_clock_exit_validation_is,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c02_survival_clock_exit_validation_is,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c02_survival_clock_exit_validation_is,Tier A+B,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/39_exit_risk__non_entry_lifecycle_tail_overlay/02_runs/run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1_routed_c02_survival_clock_exit_validation_is.htm,net_profit=234.05;profit_factor=1.05;trade_count=2802;signal_count=;expectancy=0.08;win_rate=49.75,route_role=routed_total;a_used=9844;b_fallback=2366;max_dd=379.33;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1__mt5_routed_c02_survival_clock_exit_tier_a_used_oos,39_exit_risk__non_entry_lifecycle_tail_overlay,run33A_exit_risk_non_entry_overlay_broad_mt5_probe_v1,mt5_routed_c02_survival_clock_exit_tier_a_used_oos,Stage36 frontier03_exit_risk_non_entry_overlay,mt5_routed_c02_survival_clock_exit_tier_a_used_oos,Tier A,exit_risk_non_entry_overlay_mt5_runtime_probe,runtime_probe,completed,reviewed_completed_negative_memory_runtime_probe_only,,net_profit=None;profit_factor=None;trade_count=None;signal_count=5889;expectancy=None;win_rate=None,route_role=primary_used;a_used=7584;b_fallback=1062;max_dd=None;boundary=runtime_probe_only,completed,"Stage39 MT5 runtime-probe KPI row; no baseline, promotion, runtime authority, live readiness, or operating reference."
