variant_id,candidate_alias,profile_label,engineered_feature,source_component,transform,q25,q50,q75,threshold_source
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_adverse_excursion_proxy_score,return_zscore_20,abs,0.310194760561,0.676886975765,1.18894177675,candidate_specific_quantiles
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_adverse_excursion_proxy_score,return_1_over_atr_14,abs,0.209149762988,0.442891985178,0.771264314651,candidate_specific_quantiles
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_adverse_excursion_proxy_score,atr_14_over_atr_50,raw,1.10512930154,1.27963316441,1.47756314278,candidate_specific_quantiles
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_adverse_excursion_proxy_score,gap_percent,abs,0,8.45897284307e-06,1.90215523616e-05,candidate_specific_quantiles
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_profit_giveback_proxy_score,bb_position_20,abs_center_0_5,0.148229032755,0.284953594208,0.412794105709,candidate_specific_quantiles
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_profit_giveback_proxy_score,close_open_ratio,abs_center_1,0.000260204077,0.000573635101,0.0010531246685,candidate_specific_quantiles
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_profit_giveback_proxy_score,close_prev_close_ratio,abs_center_1,0.0002621412275,0.000575602055,0.0010507702835,candidate_specific_quantiles
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_profit_giveback_proxy_score,historical_vol_5_over_20,raw,0.623670458794,0.858889579773,1.12701761722,candidate_specific_quantiles
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_loss_cluster_bar_state_proxy_score,log_return_1_negative_rolling_24,past_bar_loss_cluster_proxy,0.416666666667,0.5,0.583333333333,current_and_prior_closed_bar_state_no_future_trade_result
run267cf_01_s264_aih_loss_shape_proxy,s264_aih,loss_shape_proxy_minimal,stage267cf_loss_cluster_bar_state_proxy_score,abs_log_return_1,abs_scaled,0.000262171422946,0.00057560269488,0.00105110445292,candidate_specific_quantiles
run267cf_02_s264_lc_loss_shape_proxy,s264_lc,loss_shape_proxy_minimal,stage267cf_adverse_excursion_proxy_score,return_zscore_20,abs,0.310194760561,0.676886975765,1.18894177675,candidate_specific_quantiles
run267cf_02_s264_lc_loss_shape_proxy,s264_lc,loss_shape_proxy_minimal,stage267cf_adverse_excursion_proxy_score,return_1_over_atr_14,abs,0.209149762988,0.442891985178,0.771264314651,candidate_specific_quantiles
