run_id,stage_id,record_view,split,tier_scope,route_role,report_path,report_sha256,net_profit,profit_factor,trade_count,max_drawdown_amount,status
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_tier_a_only_validation_is.htm,b1abb4bce9ce17f87f7daa86a6f5513c1ba0ac3ee8e83e31e4478da9148ef62c,-88.04,0.93,227,331.62,recorded
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm,ac8b71f35b5aa7d0d540b2d57050146377e2e13e94faf3fc225efea0da28fd5c,170.53,1.43,77,288.39,recorded
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_tier_a_used_validation_is,validation,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_routed_validation_is.htm,3c6493e5eb38bf5dbbab73700ac5875f716a2ba3807b05d3e245ae1eb260e044,NA,NA,NA,NA,recorded
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_tier_b_fallback_used_validation_is,validation,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_routed_validation_is.htm,3c6493e5eb38bf5dbbab73700ac5875f716a2ba3807b05d3e245ae1eb260e044,NA,NA,NA,NA,recorded
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_routed_validation_is.htm,3c6493e5eb38bf5dbbab73700ac5875f716a2ba3807b05d3e245ae1eb260e044,-78.78,0.95,306,339.66,recorded
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_tier_a_only_oos.htm,54b9c3e530704a664e35f362387dc3b05a9afdd1b6dc7847628f4fc4b07c8be5,358.59,1.62,163,121.07,recorded
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm,9c3c625389c4eb676000d5f717e59e4d0d46db2bb93d1403f4bdedd044af3541,-196.92,0.78,81,379.69,recorded
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_tier_a_used_oos,oos,Tier A,primary_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_routed_oos.htm,263d06737f498f46d6e2ebdfa141425d77f03c4ca9f8299b2c6b4998810f4de7,NA,NA,NA,NA,recorded
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_tier_b_fallback_used_oos,oos,Tier B,fallback_used,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_routed_oos.htm,263d06737f498f46d6e2ebdfa141425d77f03c4ca9f8299b2c6b4998810f4de7,NA,NA,NA,NA,recorded
run03H_et_v01_tier_balance_mt5_v1,12_model_family_challenge__extratrees_training_effect,mt5_routed_total_oos,oos,Tier A+B,routed_total,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v01_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v01_tier_balance_mt5_v1_routed_oos.htm,263d06737f498f46d6e2ebdfa141425d77f03c4ca9f8299b2c6b4998810f4de7,482.09,1.62,264,106.21,recorded
