run_id,record_view,split,tier_scope,route_role,trade_count,avg_hold_bars,mfe_mean,mae_mean,long_net_profit,short_net_profit,positive_month_ratio,status
run03H_et_v06_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,245,16.2653,8.94129,6.7932,115.27,177.22,0.714286,trade_attribution_recorded
run03H_et_v07_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,241,22.195,10.8923,9.39343,-33.44,-95.72,0.444444,trade_attribution_recorded
run03H_et_v07_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,69,321.478,16.2178,10.8633,163.82,-49.73,0.555556,trade_attribution_recorded
run03H_et_v07_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,315,19.581,9.20513,8.26075,-54.84,-119.17,0.333333,trade_attribution_recorded
run03H_et_v07_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,164,12.7195,10.0688,8.36564,97.39,143.59,0.714286,trade_attribution_recorded
run03H_et_v07_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,68,390.074,23.5957,16.2318,125,-73.79,0.428571,trade_attribution_recorded
run03H_et_v07_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,246,16.3455,8.91635,7.399,65.81,196.52,0.571429,trade_attribution_recorded
run03H_et_v08_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,215,29.9256,11.25,10.6929,-102.45,-102.04,0.333333,trade_attribution_recorded
run03H_et_v08_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,67,361.746,18.1647,11.1342,209.82,-58.74,0.666667,trade_attribution_recorded
run03H_et_v08_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,284,24.5669,9.51559,9.11701,-89.26,-116,0.333333,trade_attribution_recorded
run03H_et_v08_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,154,12.8442,10.6725,7.6453,151.71,208.75,1,trade_attribution_recorded
run03H_et_v08_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,67,397.925,23.1339,18.0583,-104.09,-83.91,0.285714,trade_attribution_recorded
run03H_et_v08_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,243,18.0947,9.41278,6.88724,107.29,294.11,0.857143,trade_attribution_recorded
run03H_et_v09_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,224,23.942,10.6964,10.3147,-82.14,26.43,0.444444,trade_attribution_recorded
run03H_et_v09_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,69,359.58,17.2046,12.5604,126.66,-137.7,0.333333,trade_attribution_recorded
run03H_et_v09_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,295,22.8949,9.01613,9.0555,-99.19,-22.21,0.333333,trade_attribution_recorded
run03H_et_v09_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,153,15.2941,10.2627,7.96774,138.54,175.08,1,trade_attribution_recorded
run03H_et_v09_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,70,347.414,18.8889,18.344,-71.46,-242.85,0.285714,trade_attribution_recorded
run03H_et_v09_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,236,18.3347,8.88533,7.29483,142.39,85.48,0.857143,trade_attribution_recorded
run03H_et_v10_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,240,27.325,11.0609,10.1786,-194.48,-184.32,0.222222,trade_attribution_recorded
run03H_et_v10_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,71,365.056,19.4884,11.0293,274.61,12.55,0.666667,trade_attribution_recorded
run03H_et_v10_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,316,24.8576,9.47779,8.79969,-171.8,-183.66,0.222222,trade_attribution_recorded
run03H_et_v10_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,168,12.4702,9.92834,8.03251,125.93,117.51,0.857143,trade_attribution_recorded
run03H_et_v10_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,76,385.526,25.1446,15.5661,149.59,76.32,0.571429,trade_attribution_recorded
run03H_et_v10_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,270,16.1407,8.5196,7.08211,103.77,156.09,1,trade_attribution_recorded
run03H_et_v11_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,331,31.7674,10.0695,9.22959,-24.02,-166.65,0.222222,trade_attribution_recorded
run03H_et_v11_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,104,303.077,13.7147,12.264,129.67,-127.24,0.555556,trade_attribution_recorded
run03H_et_v11_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,444,29.8671,8.47535,7.95705,-5.12,-190.19,0.222222,trade_attribution_recorded
run03H_et_v11_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,240,15.2417,9.67952,7.71969,226.81,172.88,1,trade_attribution_recorded
run03H_et_v11_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,100,329.77,21.2623,15.2079,106.96,-20.17,0.571429,trade_attribution_recorded
run03H_et_v11_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,368,22.9076,8.84581,6.67301,257.57,288.26,1,trade_attribution_recorded
run03H_et_v12_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,113,18.6018,13.3992,11.0438,51.98,-113.36,0.444444,trade_attribution_recorded
run03H_et_v12_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,37,485.243,23.921,10.9082,188.8,84.6,0.555556,trade_attribution_recorded
run03H_et_v12_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,153,22.634,11.4391,9.56259,61.49,-85.64,0.444444,trade_attribution_recorded
run03H_et_v12_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,85,14.2706,11.3176,7.45785,63.3,187.36,0.714286,trade_attribution_recorded
run03H_et_v12_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,37,389.027,20.3639,19.8764,-53.08,-31.58,0.571429,trade_attribution_recorded
run03H_et_v12_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,131,15.5649,9.82579,6.88861,63.98,218.02,0.714286,trade_attribution_recorded
run03H_et_v13_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,224,26.558,10.85,10.3876,-19.87,-45.69,0.555556,trade_attribution_recorded
run03H_et_v13_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,73,322.11,18.3931,10.2641,290.49,65.74,0.666667,trade_attribution_recorded
run03H_et_v13_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,297,24.9495,9.24301,8.99035,-9.1,-35.15,0.444444,trade_attribution_recorded
run03H_et_v13_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,161,12.6832,10.3998,7.71185,201.44,180.5,1,trade_attribution_recorded
run03H_et_v13_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,73,384.74,22.2734,18.2144,69.1,-193.1,0.285714,trade_attribution_recorded
run03H_et_v13_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,251,19.5458,9.48022,6.72142,159.14,294.01,1,trade_attribution_recorded
run03H_et_v14_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,213,27.6385,11.2131,10.3425,-51.54,-31.88,0.555556,trade_attribution_recorded
run03H_et_v14_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,59,366.729,20.8629,9.87117,248.39,140.37,0.777778,trade_attribution_recorded
run03H_et_v14_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,274,25.7153,9.67327,9.02806,-74.68,-26.86,0.444444,trade_attribution_recorded
run03H_et_v14_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,156,12.9231,10.3429,7.88634,165.68,165.65,0.857143,trade_attribution_recorded
run03H_et_v14_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,52,471.558,25.3252,18.9421,48.02,-74.32,0.571429,trade_attribution_recorded
run03H_et_v14_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,215,18.5163,9.42793,7.21106,116.39,187.5,0.857143,trade_attribution_recorded
run03H_et_v15_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,113,27.9912,10.2947,9.80542,0,-47.61,0.444444,trade_attribution_recorded
run03H_et_v15_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,43,415.837,20.4513,10.1338,0,-58.27,0.375,trade_attribution_recorded
run03H_et_v15_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,159,25.1887,8.63877,8.42624,0,-59.56,0.333333,trade_attribution_recorded
run03H_et_v15_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,88,14.1818,11.0953,7.84822,0,167.49,0.714286,trade_attribution_recorded
run03H_et_v15_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,43,466.233,24.4752,18.3112,0,-239.62,0.428571,trade_attribution_recorded
run03H_et_v15_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,149,23.2953,10.1045,6.61955,0,286.16,0.857143,trade_attribution_recorded
run03H_et_v16_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,108,26.8981,11.7072,12.5752,-30.01,0,0.666667,trade_attribution_recorded
run03H_et_v16_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,32,350.75,15.5893,15.2662,181.34,0,0.833333,trade_attribution_recorded
run03H_et_v16_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,141,27.1702,9.91674,11.3479,-109,0,0.333333,trade_attribution_recorded
run03H_et_v16_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,70,12.2714,9.9165,8.58966,213.6,0,0.857143,trade_attribution_recorded
run03H_et_v16_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,31,640.935,27.834,27.1182,58.61,0,0.571429,trade_attribution_recorded
run03H_et_v16_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,106,11.0943,8.3421,7.43675,192.33,0,0.857143,trade_attribution_recorded
run03H_et_v17_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,213,32.3568,10.6922,10.155,47.15,-244.72,0.333333,trade_attribution_recorded
run03H_et_v17_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,71,317.239,17.7207,9.93537,320.65,17.04,0.666667,trade_attribution_recorded
run03H_et_v17_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,285,21.9789,8.91118,8.75207,41.48,-240.9,0.222222,trade_attribution_recorded
run03H_et_v17_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,151,14.755,10.3969,8.00111,149.22,127.09,0.857143,trade_attribution_recorded
run03H_et_v17_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,73,367.26,20.3459,18.2786,-19.52,-244.08,0.285714,trade_attribution_recorded
run03H_et_v17_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,238,18.4496,9.11142,6.81649,135.39,219.39,0.857143,trade_attribution_recorded
run03H_et_v18_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,221,31.3982,10.6685,10.9753,-118.01,-254.85,0.111111,trade_attribution_recorded
run03H_et_v18_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,72,319.778,15.5795,12.0055,155.39,-60,0.666667,trade_attribution_recorded
run03H_et_v18_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,293,27.1195,9.15091,9.42908,-95.96,-240.86,0.111111,trade_attribution_recorded
run03H_et_v18_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,155,11.529,9.85855,8.25893,96.31,157.8,0.857143,trade_attribution_recorded
run03H_et_v18_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,73,366.37,20.8868,17.9013,42.33,-184.77,0.285714,trade_attribution_recorded
run03H_et_v18_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,241,20.6515,8.9634,7.05452,113.82,232.62,0.857143,trade_attribution_recorded
run03H_et_v19_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,517,24.1567,9.37727,7.27651,3.31,78.96,0.333333,trade_attribution_recorded
run03H_et_v19_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,74,314.973,14.9746,12.614,116.4,-193.8,0.444444,trade_attribution_recorded
run03H_et_v19_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,594,20.7542,8.56531,6.87577,-11.5,-10.36,0.333333,trade_attribution_recorded
run03H_et_v19_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,317,30.7003,8.80958,7.54065,89.75,43.07,0.714286,trade_attribution_recorded
run03H_et_v19_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,72,390.917,23.2323,18.1205,62.98,-181.84,0.428571,trade_attribution_recorded
run03H_et_v19_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,397,29.5869,8.38598,6.92898,104.3,89.51,0.571429,trade_attribution_recorded
run03H_et_v20_tier_balance_mt5_v1,mt5_tier_a_only_validation_is,validation,Tier A,tier_only_total,227,26.2247,10.2995,10.8702,28.85,-2.36,0.444444,trade_attribution_recorded
run03H_et_v20_tier_balance_mt5_v1,mt5_tier_b_fallback_only_validation_is,validation,Tier B,tier_b_fallback_only_total,77,306.39,11.2249,16.7422,-1.13,-209.21,0.333333,trade_attribution_recorded
run03H_et_v20_tier_balance_mt5_v1,mt5_routed_total_validation_is,validation,Tier A+B,routed_total,306,24.3627,8.88904,9.21567,-9.84,4.04,0.444444,trade_attribution_recorded
run03H_et_v20_tier_balance_mt5_v1,mt5_tier_a_only_oos,oos,Tier A,tier_only_total,163,12.546,7.64464,10.3729,-188.25,-198.04,0,trade_attribution_recorded
run03H_et_v20_tier_balance_mt5_v1,mt5_tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,81,364.309,18.5073,21.4751,149.88,11.3,0.714286,trade_attribution_recorded
run03H_et_v20_tier_balance_mt5_v1,mt5_routed_total_oos,oos,Tier A+B,routed_total,255,17.0588,6.46899,9.14585,-336.02,-158.53,0,trade_attribution_recorded
