run_id,source_variant_id,attempt_name,split,tier_scope,route_role,tester_status,runtime_status,report_status,net_profit,profit_factor,trade_count,report_path
run03H_et_v12_tier_balance_mt5_v1,v12_base_leaf20_q95,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,282,1.78,131,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v12_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v12_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v13_tier_balance_mt5_v1,v13_base_margin002_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-65.56,0.95,224,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v13_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v13_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v13_tier_balance_mt5_v1,v13_base_margin002_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,356.23,2.19,73,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v13_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v13_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v13_tier_balance_mt5_v1,v13_base_margin002_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-44.25,0.97,297,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v13_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v13_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v13_tier_balance_mt5_v1,v13_base_margin002_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,381.94,1.68,161,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v13_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v13_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v13_tier_balance_mt5_v1,v13_base_margin002_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-124,0.84,73,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v13_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v13_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v13_tier_balance_mt5_v1,v13_base_margin002_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,453.15,1.59,251,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v13_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v13_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v14_tier_balance_mt5_v1,v14_base_margin005_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-83.42,0.93,213,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v14_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v14_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v14_tier_balance_mt5_v1,v14_base_margin005_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,388.76,3.03,59,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v14_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v14_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v14_tier_balance_mt5_v1,v14_base_margin005_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-101.54,0.92,274,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v14_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v14_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v14_tier_balance_mt5_v1,v14_base_margin005_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,331.33,1.6,156,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v14_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v14_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v14_tier_balance_mt5_v1,v14_base_margin005_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-26.3,0.95,52,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v14_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v14_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v14_tier_balance_mt5_v1,v14_base_margin005_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,303.89,1.42,215,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v14_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v14_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v15_tier_balance_mt5_v1,v15_base_short_only_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-47.61,0.92,113,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v15_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v15_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v15_tier_balance_mt5_v1,v15_base_short_only_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,-58.27,0.82,43,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v15_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v15_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v15_tier_balance_mt5_v1,v15_base_short_only_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-59.56,0.92,159,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v15_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v15_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v15_tier_balance_mt5_v1,v15_base_short_only_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,167.49,1.49,88,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v15_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v15_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v15_tier_balance_mt5_v1,v15_base_short_only_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-239.62,0.55,43,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v15_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v15_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v15_tier_balance_mt5_v1,v15_base_short_only_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,286.16,1.62,149,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v15_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v15_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v16_tier_balance_mt5_v1,v16_base_long_only_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-30.01,0.95,108,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v16_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v16_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v16_tier_balance_mt5_v1,v16_base_long_only_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,181.34,2.01,32,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v16_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v16_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v16_tier_balance_mt5_v1,v16_base_long_only_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-109,0.86,141,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v16_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v16_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v16_tier_balance_mt5_v1,v16_base_long_only_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,213.6,1.96,70,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v16_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v16_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v16_tier_balance_mt5_v1,v16_base_long_only_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,58.61,1.14,31,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v16_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v16_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v16_tier_balance_mt5_v1,v16_base_long_only_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,192.33,1.61,106,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v16_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v16_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v17_tier_balance_mt5_v1,v17_top30_features_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-197.57,0.83,213,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v17_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v17_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v17_tier_balance_mt5_v1,v17_top30_features_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,337.69,2.19,71,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v17_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v17_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v17_tier_balance_mt5_v1,v17_top30_features_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-199.42,0.85,285,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v17_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v17_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v17_tier_balance_mt5_v1,v17_top30_features_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,276.31,1.51,151,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v17_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v17_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v17_tier_balance_mt5_v1,v17_top30_features_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-263.6,0.67,73,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v17_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v17_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v17_tier_balance_mt5_v1,v17_top30_features_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,354.78,1.48,238,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v17_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v17_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v18_tier_balance_mt5_v1,v18_core42_features_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,-372.86,0.73,221,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v18_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v18_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v18_tier_balance_mt5_v1,v18_core42_features_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,95.39,1.24,72,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v18_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v18_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v18_tier_balance_mt5_v1,v18_core42_features_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-336.82,0.78,293,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v18_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v18_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v18_tier_balance_mt5_v1,v18_core42_features_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,254.11,1.42,155,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v18_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v18_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v18_tier_balance_mt5_v1,v18_core42_features_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-142.44,0.81,73,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v18_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v18_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v18_tier_balance_mt5_v1,v18_core42_features_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,346.44,1.47,241,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v18_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v18_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v19_tier_balance_mt5_v1,v19_context16_features_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,82.27,1.04,517,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v19_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v19_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v19_tier_balance_mt5_v1,v19_context16_features_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,-77.4,0.85,74,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v19_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v19_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v19_tier_balance_mt5_v1,v19_context16_features_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-21.86,0.99,594,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v19_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v19_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v19_tier_balance_mt5_v1,v19_context16_features_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,132.82,1.11,317,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v19_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v19_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v19_tier_balance_mt5_v1,v19_context16_features_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,-118.86,0.84,72,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v19_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v19_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v19_tier_balance_mt5_v1,v19_context16_features_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,193.81,1.14,397,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v19_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v19_tier_balance_mt5_v1_routed_oos.htm
run03H_et_v20_tier_balance_mt5_v1,v20_base_inverse_q90,tier_a_only_validation_is,validation_is,Tier A,tier_only_total,completed,completed,completed,26.49,1.02,227,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v20_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v20_tier_balance_mt5_v1_tier_a_only_validation_is.htm
run03H_et_v20_tier_balance_mt5_v1,v20_base_inverse_q90,tier_b_fallback_only_validation_is,validation_is,Tier B,tier_b_fallback_only_total,completed,completed,completed,-210.34,0.65,77,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v20_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v20_tier_balance_mt5_v1_tier_b_fallback_only_validation_is.htm
run03H_et_v20_tier_balance_mt5_v1,v20_base_inverse_q90,routed_validation_is,validation_is,Tier A+B,routed_total,completed,completed,completed,-5.8,1,306,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v20_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v20_tier_balance_mt5_v1_routed_validation_is.htm
run03H_et_v20_tier_balance_mt5_v1,v20_base_inverse_q90,tier_a_only_oos,oos,Tier A,tier_only_total,completed,completed,completed,-386.29,0.6,163,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v20_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v20_tier_balance_mt5_v1_tier_a_only_oos.htm
run03H_et_v20_tier_balance_mt5_v1,v20_base_inverse_q90,tier_b_fallback_only_oos,oos,Tier B,tier_b_fallback_only_total,completed,completed,completed,161.18,1.23,81,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v20_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v20_tier_balance_mt5_v1_tier_b_fallback_only_oos.htm
run03H_et_v20_tier_balance_mt5_v1,v20_base_inverse_q90,routed_oos,oos,Tier A+B,routed_total,completed,completed,completed,-494.55,0.6,255,stages/12_model_family_challenge__extratrees_training_effect/02_runs/run03H_et_v20_tier_balance_mt5_v1/mt5/reports/Project_Obsidian_Prime_v2_run03H_et_v20_tier_balance_mt5_v1_routed_oos.htm
