run_id,parent_run_id,trade_index,entry_time,exit_time,entry_date,exit_date,entry_month,exit_month,entry_hour,exit_hour,side,entry_price,exit_price,volume,commission,swap,profit_before_swap,net_profit_after_cost,balance_after,hold_minutes_calendar,hold_m5_calendar,win_after_cost,claim_boundary,closed_balance_peak,closed_balance_drawdown_amount,closed_balance_drawdown_percent,hold_bucket
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,24,2025-01-07T18:45:00,2025-01-07T19:15:00,2025-01-07,2025-01-07,2025-01,2025-01,18,19,long,21267.96,21228.38,0.1,0.0,0.0,-3.96,-3.96,453.97,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,43.91999999999996,8.821225571913468,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,25,2025-01-08T16:40:00,2025-01-08T17:10:00,2025-01-08,2025-01-08,2025-01,2025-01,16,17,long,21066.86,21115.78,0.1,0.0,0.0,4.89,4.89,458.86,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,39.02999999999997,7.8390809214886765,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,26,2025-01-08T17:15:00,2025-01-08T17:45:00,2025-01-08,2025-01-08,2025-01,2025-01,17,17,long,21010.11,21072.66,0.1,0.0,0.0,6.26,6.26,465.12,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,32.76999999999998,6.581775090883525,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,27,2025-01-08T18:00:00,2025-01-08T18:30:00,2025-01-08,2025-01-08,2025-01,2025-01,18,18,long,21123.11,21100.28,0.1,0.0,0.0,-2.28,-2.28,462.84,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,35.05000000000001,7.03970756592822,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,28,2025-01-08T18:35:00,2025-01-08T19:05:00,2025-01-08,2025-01-08,2025-01,2025-01,18,19,long,21125.61,21110.91,0.1,0.0,0.0,-1.47,-1.47,461.37,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,36.51999999999998,7.334953503785973,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,29,2025-01-08T20:10:00,2025-01-08T20:40:00,2025-01-08,2025-01-08,2025-01,2025-01,20,20,long,21084.48,21150.03,0.1,0.0,0.0,6.56,6.56,467.93,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,29.95999999999998,6.017393400148623,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,30,2025-01-08T20:45:00,2025-01-08T21:15:00,2025-01-08,2025-01-08,2025-01,2025-01,20,21,long,21142.98,21093.41,0.1,0.0,0.0,-4.96,-4.96,462.97,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,34.91999999999996,7.013597380947591,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,31,2025-01-08T21:30:00,2025-01-08T22:00:00,2025-01-08,2025-01-08,2025-01,2025-01,21,22,long,21183.48,21102.03,0.1,0.0,0.0,-8.15,-8.15,454.82,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,43.06999999999999,8.650505131655585,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,32,2025-01-10T17:10:00,2025-01-10T17:40:00,2025-01-10,2025-01-10,2025-01,2025-01,17,17,short,20670.48,20842.81,0.1,0.0,0.0,-17.23,-17.23,437.59,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,60.30000000000001,12.111108879471372,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,33,2025-01-10T18:30:00,2025-01-10T19:00:00,2025-01-10,2025-01-10,2025-01,2025-01,18,19,long,20712.06,20671.61,0.1,0.0,0.0,-4.05,-4.05,433.54,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,64.34999999999997,12.924541565406006,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,34,2025-01-10T19:05:00,2025-01-10T19:35:00,2025-01-10,2025-01-10,2025-01,2025-01,19,19,short,20664.36,20738.68,0.1,0.0,0.0,-7.43,-7.43,426.11,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,71.77999999999997,14.416839060836725,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,35,2025-01-13T17:20:00,2025-01-13T17:50:00,2025-01-13,2025-01-13,2025-01,2025-01,17,17,long,20569.78,20660.95,0.1,0.0,0.0,9.12,9.12,435.23,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,62.65999999999997,12.58510916065797,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,36,2025-01-13T18:05:00,2025-01-13T18:35:00,2025-01-13,2025-01-13,2025-01,2025-01,18,18,long,20569.4,20557.45,0.1,0.0,0.0,-1.2,-1.2,434.03,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,63.860000000000014,12.826126252786763,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,37,2025-01-13T18:50:00,2025-01-13T19:25:00,2025-01-13,2025-01-13,2025-01,2025-01,18,19,long,20589.4,20627.08,0.1,0.0,0.0,3.77,3.77,437.8,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,60.089999999999975,12.068930888348827,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,38,2025-01-13T20:05:00,2025-01-13T20:40:00,2025-01-13,2025-01-13,2025-01,2025-01,20,20,long,20670.4,20680.2,0.1,0.0,0.0,0.98,0.98,438.78,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,59.110000000000014,11.872100263110328,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,39,2025-01-13T20:50:00,2025-01-13T21:20:00,2025-01-13,2025-01-13,2025-01,2025-01,20,21,long,20691.65,20626.2,0.1,0.0,0.0,-6.55,-6.55,432.23,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,65.65999999999997,13.187651890979929,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,40,2025-01-13T21:55:00,2025-01-14T16:55:00,2025-01-13,2025-01-14,2025-01,2025-01,21,16,long,20667.03,20792.77,0.1,0.0,-0.44,12.57,12.13,444.36,1140,228,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,53.52999999999997,10.751370784711476,006_97_to_288_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,41,2025-01-14T17:05:00,2025-01-14T17:35:00,2025-01-14,2025-01-14,2025-01,2025-01,17,17,long,20802.97,20779.89,0.1,0.0,0.0,-2.31,-2.31,442.05,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,55.839999999999975,11.215328687059387,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,42,2025-01-14T17:50:00,2025-01-14T18:20:00,2025-01-14,2025-01-14,2025-01,2025-01,17,18,long,20754.72,20685.27,0.1,0.0,0.0,-6.95,-6.95,435.1,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,62.789999999999964,12.611219345638588,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,43,2025-01-14T20:15:00,2025-01-14T20:50:00,2025-01-14,2025-01-14,2025-01,2025-01,20,20,long,20668.34,20777.89,0.1,0.0,0.0,10.96,10.96,446.06,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,51.829999999999984,10.409929904195703,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,44,2025-01-14T20:55:00,2025-01-14T21:30:00,2025-01-14,2025-01-14,2025-01,2025-01,20,21,long,20789.34,20767.89,0.1,0.0,0.0,-2.15,-2.15,443.91,35,7,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,53.97999999999996,10.841752194259769,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,45,2025-01-15T17:50:00,2025-01-15T18:20:00,2025-01-15,2025-01-15,2025-01,2025-01,17,18,long,21143.68,21136.85,0.1,0.0,0.0,-0.68,-0.68,443.23,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,54.65999999999997,10.97832854646608,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,46,2025-01-15T18:25:00,2025-01-15T18:55:00,2025-01-15,2025-01-15,2025-01,2025-01,18,18,long,21134.68,21062.35,0.1,0.0,0.0,-7.23,-7.23,436.0,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,61.889999999999986,12.430456526542006,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,47,2025-01-15T19:15:00,2025-01-15T19:45:00,2025-01-15,2025-01-15,2025-01,2025-01,19,19,long,21102.68,21146.48,0.1,0.0,0.0,4.38,4.38,440.38,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,57.50999999999999,11.550744140271945,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,48,2025-01-15T19:50:00,2025-01-15T20:25:00,2025-01-15,2025-01-15,2025-01,2025-01,19,20,long,21151.8,21160.73,0.1,0.0,0.0,0.89,0.89,441.27,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,56.620000000000005,11.371989796943101,002_7_to_12_m5_calendar
