run_id,parent_run_id,trade_index,entry_time,exit_time,entry_date,exit_date,entry_month,exit_month,entry_hour,exit_hour,side,entry_price,exit_price,volume,commission,swap,profit_before_swap,net_profit_after_cost,balance_after,hold_minutes_calendar,hold_m5_calendar,win_after_cost,claim_boundary,closed_balance_peak,closed_balance_drawdown_amount,closed_balance_drawdown_percent,hold_bucket
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,1,2025-01-02T17:00:00,2025-01-02T17:30:00,2025-01-02,2025-01-02,2025-01,2025-01,17,17,long,21139.02,21035.07,0.1,0.0,0.0,-10.4,-10.4,489.6,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,0.0,0.0,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,2,2025-01-02T17:35:00,2025-01-02T18:10:00,2025-01-02,2025-01-02,2025-01,2025-01,17,18,long,21012.52,20974.94,0.1,0.0,0.0,-3.76,-3.76,485.84,35,7,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,3.7600000000000477,0.76797385620916,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,3,2025-01-02T18:25:00,2025-01-02T18:55:00,2025-01-02,2025-01-02,2025-01,2025-01,18,18,long,21035.64,21052.69,0.1,0.0,0.0,1.71,1.71,487.55,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,2.0500000000000114,0.41870915032679973,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,4,2025-01-02T19:00:00,2025-01-02T19:30:00,2025-01-02,2025-01-02,2025-01,2025-01,19,19,long,21064.27,20898.19,0.1,0.0,0.0,-16.61,-16.61,470.94,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,18.660000000000025,3.8112745098039267,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,5,2025-01-02T19:45:00,2025-01-02T20:15:00,2025-01-02,2025-01-02,2025-01,2025-01,19,20,short,20796.57,20779.52,0.1,0.0,0.0,1.71,1.71,472.65,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,16.950000000000045,3.462009803921578,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,6,2025-01-02T20:40:00,2025-01-02T20:50:00,2025-01-02,2025-01-02,2025-01,2025-01,20,20,short,20765.82,20773.02,0.1,0.0,0.0,-0.72,-0.72,471.93,10,2,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,17.670000000000016,3.6090686274509833,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,7,2025-01-02T20:50:00,2025-01-02T21:20:00,2025-01-02,2025-01-02,2025-01,2025-01,20,21,long,20773.02,20824.57,0.1,0.0,0.0,5.16,5.16,477.09,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,12.510000000000048,2.555147058823539,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,8,2025-01-03T16:40:00,2025-01-03T17:10:00,2025-01-03,2025-01-03,2025-01,2025-01,16,17,long,21161.86,21151.91,0.1,0.0,0.0,-1.0,-1.0,476.09,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,13.510000000000048,2.759395424836611,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,9,2025-01-03T17:15:00,2025-01-03T17:45:00,2025-01-03,2025-01-03,2025-01,2025-01,17,17,long,21098.24,21123.54,0.1,0.0,0.0,2.53,2.53,478.62,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,10.980000000000018,2.242647058823533,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,10,2025-01-03T17:50:00,2025-01-03T18:20:00,2025-01-03,2025-01-03,2025-01,2025-01,17,18,long,21124.99,21127.91,0.1,0.0,0.0,0.29,0.29,478.91,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,10.689999999999998,2.183415032679738,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,11,2025-01-03T18:25:00,2025-01-03T18:55:00,2025-01-03,2025-01-03,2025-01,2025-01,18,18,long,21146.36,21232.66,0.1,0.0,0.0,8.63,8.63,487.54,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,2.0600000000000023,0.4207516339869285,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,12,2025-01-03T19:00:00,2025-01-03T19:30:00,2025-01-03,2025-01-03,2025-01,2025-01,19,19,long,21213.24,21197.16,0.1,0.0,0.0,-1.61,-1.61,485.93,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,3.670000000000016,0.7495915032679771,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,13,2025-01-03T19:35:00,2025-01-03T20:10:00,2025-01-03,2025-01-03,2025-01,2025-01,19,20,long,21205.74,21217.66,0.1,0.0,0.0,1.19,1.19,487.12,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,489.6,2.480000000000018,0.5065359477124219,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,14,2025-01-03T20:25:00,2025-01-03T20:55:00,2025-01-03,2025-01-03,2025-01,2025-01,20,20,long,21226.86,21273.16,0.1,0.0,0.0,4.63,4.63,491.75,30,6,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,491.75,0.0,0.0,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,15,2025-01-03T21:05:00,2025-01-03T21:40:00,2025-01-03,2025-01-03,2025-01,2025-01,21,21,long,21272.36,21305.54,0.1,0.0,0.0,3.32,3.32,495.07,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,495.07,0.0,0.0,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,16,2025-01-06T16:50:00,2025-01-06T17:25:00,2025-01-06,2025-01-06,2025-01,2025-01,16,17,long,21589.95,21618.12,0.1,0.0,0.0,2.82,2.82,497.89,35,7,True,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,0.0,0.0,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,17,2025-01-06T17:30:00,2025-01-06T18:05:00,2025-01-06,2025-01-06,2025-01,2025-01,17,18,long,21636.7,21636.5,0.1,0.0,0.0,-0.02,-0.02,497.87,35,7,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,0.01999999999998181,0.004016951535476071,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,18,2025-01-06T18:15:00,2025-01-06T19:00:00,2025-01-06,2025-01-06,2025-01,2025-01,18,19,long,21641.57,21616.12,0.1,0.0,0.0,-2.55,-2.55,495.32,45,9,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,2.569999999999993,0.5161782723091433,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,19,2025-01-06T19:20:00,2025-01-06T20:00:00,2025-01-06,2025-01-06,2025-01,2025-01,19,20,long,21592.32,21552.87,0.1,0.0,0.0,-3.95,-3.95,491.37,40,8,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,6.519999999999982,1.3095262005663866,002_7_to_12_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,20,2025-01-06T20:20:00,2025-01-06T20:50:00,2025-01-06,2025-01-06,2025-01,2025-01,20,20,long,21527.82,21477.0,0.1,0.0,0.0,-5.08,-5.08,486.29,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,11.599999999999966,2.3298318905782334,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,21,2025-01-07T16:40:00,2025-01-07T17:10:00,2025-01-07,2025-01-07,2025-01,2025-01,16,17,long,21465.33,21329.51,0.1,0.0,0.0,-13.58,-13.58,472.71,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,25.180000000000007,5.057341983168975,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,22,2025-01-07T17:40:00,2025-01-07T18:05:00,2025-01-07,2025-01-07,2025-01,2025-01,17,18,short,21193.38,21308.46,0.1,0.0,0.0,-11.51,-11.51,461.2,25,5,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,36.69,7.369097591837555,001_<=6_m5_calendar
run364BF_review_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,run364BE_execute_density_restore_stress_candidate_mt5_runtime_probe_without_db_v1,23,2025-01-07T18:05:00,2025-01-07T18:35:00,2025-01-07,2025-01-07,2025-01,2025-01,18,18,long,21308.46,21275.76,0.1,0.0,0.0,-3.27,-3.27,457.93,30,6,False,research_development_mt5_runtime_probe_review_only_no_new_mt5_execution_no_forward_pass_no_live_readiness_no_operating_promotion_no_runtime_authority_no_goal_claim,497.89,39.95999999999998,8.025869167888485,001_<=6_m5_calendar
