run_id,adapter_id,candidate_id,route_view,window_id,window_label,partition,tier_scope,attempt_name,net_profit,profit_factor,trade_count,max_drawdown_amount,recovery_factor,runtime_status,report_status,report_path
run47A_side_specific_short_permission_filter_v1,spf00_stage51_control,c08_extreme_compression_stress,tier_a_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier A,tier_a_spf00_stage51_control_w01_2025q2,56.07,1.36,69,55.95,1.0,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf00_stage51_control_w01_2025q2.htm
run47A_side_specific_short_permission_filter_v1,spf00_stage51_control,c08_extreme_compression_stress,tier_b_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier B,tier_b_spf00_stage51_control_w01_2025q2,-41.47,0.4,15,82.43,-0.5,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf00_stage51_control_w01_2025q2.htm
run47A_side_specific_short_permission_filter_v1,spf00_stage51_control,c08_extreme_compression_stress,tier_a_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier A,tier_a_spf00_stage51_control_w02_2025q3,144.87,1.51,148,75.78,1.91,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf00_stage51_control_w02_2025q3.htm
run47A_side_specific_short_permission_filter_v1,spf00_stage51_control,c08_extreme_compression_stress,tier_b_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier B,tier_b_spf00_stage51_control_w02_2025q3,115.2,2.21,47,52.63,2.19,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf00_stage51_control_w02_2025q3.htm
run47A_side_specific_short_permission_filter_v1,spf00_stage51_control,c08_extreme_compression_stress,tier_a_side_filter_separate,w03_2025q4,2025 Q4,oos,Tier A,tier_a_spf00_stage51_control_w03_2025q4,66.43,1.23,112,119.49,0.56,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf00_stage51_control_w03_2025q4.htm
run47A_side_specific_short_permission_filter_v1,spf00_stage51_control,c08_extreme_compression_stress,tier_b_side_filter_separate,w03_2025q4,2025 Q4,oos,Tier B,tier_b_spf00_stage51_control_w03_2025q4,-15.17,0.91,19,233.75,-0.06,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf00_stage51_control_w03_2025q4.htm
run47A_side_specific_short_permission_filter_v1,spf00_stage51_control,c08_extreme_compression_stress,tier_a_side_filter_separate,w04_2026q1,2026 Q1,oos,Tier A,tier_a_spf00_stage51_control_w04_2026q1,96.81,1.43,78,69.55,1.39,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf00_stage51_control_w04_2026q1.htm
run47A_side_specific_short_permission_filter_v1,spf00_stage51_control,c08_extreme_compression_stress,tier_b_side_filter_separate,w04_2026q1,2026 Q1,oos,Tier B,tier_b_spf00_stage51_control_w04_2026q1,105.69,2.89,17,131.33,0.8,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf00_stage51_control_w04_2026q1.htm
run47A_side_specific_short_permission_filter_v1,spf01_short_only,c08_extreme_compression_stress,tier_a_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier A,tier_a_spf01_short_only_w01_2025q2,12.46,1.13,25,73.92,0.17,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf01_short_only_w01_2025q2.htm
run47A_side_specific_short_permission_filter_v1,spf01_short_only,c08_extreme_compression_stress,tier_b_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier B,tier_b_spf01_short_only_w01_2025q2,-45.27,0.0,7,97.76,-0.46,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf01_short_only_w01_2025q2.htm
run47A_side_specific_short_permission_filter_v1,spf01_short_only,c08_extreme_compression_stress,tier_a_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier A,tier_a_spf01_short_only_w02_2025q3,-77.45,0.64,52,129.3,-0.6,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf01_short_only_w02_2025q3.htm
run47A_side_specific_short_permission_filter_v1,spf01_short_only,c08_extreme_compression_stress,tier_b_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier B,tier_b_spf01_short_only_w02_2025q3,-18.6,0.77,19,108.42,-0.17,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf01_short_only_w02_2025q3.htm
run47A_side_specific_short_permission_filter_v1,spf01_short_only,c08_extreme_compression_stress,tier_a_side_filter_separate,w03_2025q4,2025 Q4,oos,Tier A,tier_a_spf01_short_only_w03_2025q4,90.31,1.85,38,51.43,1.76,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf01_short_only_w03_2025q4.htm
run47A_side_specific_short_permission_filter_v1,spf01_short_only,c08_extreme_compression_stress,tier_b_side_filter_separate,w03_2025q4,2025 Q4,oos,Tier B,tier_b_spf01_short_only_w03_2025q4,92.75,3.89,10,121.67,0.76,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf01_short_only_w03_2025q4.htm
run47A_side_specific_short_permission_filter_v1,spf01_short_only,c08_extreme_compression_stress,tier_a_side_filter_separate,w04_2026q1,2026 Q1,oos,Tier A,tier_a_spf01_short_only_w04_2026q1,139.89,4.07,23,37.6,3.72,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf01_short_only_w04_2026q1.htm
run47A_side_specific_short_permission_filter_v1,spf01_short_only,c08_extreme_compression_stress,tier_b_side_filter_separate,w04_2026q1,2026 Q1,oos,Tier B,tier_b_spf01_short_only_w04_2026q1,30.22,1.54,7,67.36,0.45,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf01_short_only_w04_2026q1.htm
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,c08_extreme_compression_stress,tier_a_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier A,tier_a_spf02_validation_weak_strata_block_w01_2025q2,56.07,1.48,43,50.89,1.1,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf02_validation_weak_strata_block_w01_2025q2.htm
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,c08_extreme_compression_stress,tier_b_side_filter_separate,w01_2025q2,2025 Q2,validation,Tier B,tier_b_spf02_validation_weak_strata_block_w01_2025q2,-41.47,0.4,15,82.43,-0.5,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf02_validation_weak_strata_block_w01_2025q2.htm
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,c08_extreme_compression_stress,tier_a_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier A,tier_a_spf02_validation_weak_strata_block_w02_2025q3,190.58,2.5,87,34.48,5.53,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_a_spf02_validation_weak_strata_block_w02_2025q3.htm
run47A_side_specific_short_permission_filter_v1,spf02_validation_weak_strata_block,c08_extreme_compression_stress,tier_b_side_filter_separate,w02_2025q3,2025 Q3,validation,Tier B,tier_b_spf02_validation_weak_strata_block_w02_2025q3,115.2,2.21,47,52.63,2.19,completed,completed,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/53_adapter_signal__side_specific_short_permission_filter/02_runs/run47A/mt5/reports/Project_Obsidian_Prime_v2_run47A_side_specific_short_permission_filter_v1_tier_b_spf02_validation_weak_strata_block_w02_2025q3.htm
