record_view,candidate_id,candidate_alias,candidate_role,feature_design,model_materialization_type,route_role,trade_count,net_profit,profit_factor,expectancy,win_rate,closed_balance_max_drawdown,closed_balance_max_drawdown_percent,longest_underwater_trades,max_losing_streak,report_equity_drawdown_percent,report_balance_drawdown_percent,report_recovery_factor,tier_b_fallback_used_count,tier_b_fallback_order_fill_count,positive_month_ratio,negative_month_count,worst_month,worst_month_net,best_month,best_month_net,source_chart_path,curve_read
mt5_ta_s264_aih_softctxretrain_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),soft_context_supervised_retrain,supervised_ebm_main_effect_retrain_v1,tier_only_total,285,677.92,1.355457,2.378667,0.57193,329.45,22.079767,121,9,22.92,22.08,1.97,0,0,0.666667,4,2024-12,-237.96,2024-11,245.24,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267K/retrained_soft_context_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267K_stage267_retrained_soft_context_adapter_materialization_v1_s264_aih_softctxretrain_ta_2024.png,"constructive_watch_not_selection(건설적 관찰, 선택 아님)"
mt5_rt_s264_aih_softctxretrain_historical_2024_tier_a_train_era_stress,s264_allow_inner_high_quarter,s264_aih,challenger_core(핵심 도전자),soft_context_supervised_retrain,supervised_ebm_main_effect_retrain_v1,routed_total,285,677.92,1.355457,2.378667,0.57193,329.45,22.079767,121,9,22.92,22.08,1.97,0,0,0.666667,4,2024-12,-237.96,2024-11,245.24,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267K/retrained_soft_context_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267K_stage267_retrained_soft_context_adapter_materialization_v1_s264_aih_softctxretrain_rt_2024.png,"constructive_watch_not_selection(건설적 관찰, 선택 아님)"
mt5_ta_s264_lc_softctxretrain_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control(방어 기준),soft_context_supervised_retrain,supervised_ebm_main_effect_retrain_v1,tier_only_total,285,779.14,1.358718,2.733825,0.57193,387.01,23.446341,121,9,24.29,23.45,1.93,0,0,0.666667,4,2024-12,-276.73,2024-11,287.5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267K/retrained_soft_context_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267K_stage267_retrained_soft_context_adapter_materialization_v1_s264_lc_softctxretrain_ta_2024.png,"constructive_watch_not_selection(건설적 관찰, 선택 아님)"
mt5_rt_s264_lc_softctxretrain_historical_2024_tier_a_train_era_stress,s264_lowrank_control,s264_lc,defensive_control(방어 기준),soft_context_supervised_retrain,supervised_ebm_main_effect_retrain_v1,routed_total,285,779.14,1.358718,2.733825,0.57193,387.01,23.446341,121,9,24.29,23.45,1.93,0,0,0.666667,4,2024-12,-276.73,2024-11,287.5,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267K/retrained_soft_context_adapter_materialization/mt5/reports/Project_Obsidian_Prime_v2_run267K_stage267_retrained_soft_context_adapter_materialization_v1_s264_lc_softctxretrain_rt_2024.png,"constructive_watch_not_selection(건설적 관찰, 선택 아님)"
