run_id,adapter_id,split,max_drawdown_amount,max_drawdown_percent,drawdown_peak_index,drawdown_trough_index,drawdown_peak_time,drawdown_trough_time,recovered,recovery_index,recovery_time,recovery_trades,max_underwater_trades,final_balance_is_new_high,drawdown_flag
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,134.15,12.9281,143,157,2025.04.25 16:50:00,2025.05.05 17:35:00,True,189,2025.06.12 17:25:00,32,45,False,dd_above_34d
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,oos,95.37,9.5066,123,136,2026.02.12 22:50:07,2026.02.24 16:38:51,True,155,2026.03.09 17:45:00,19,32,False,dd_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_long_session_relax,validation_is,129.64,11.8575,155,171,2025.04.25 16:50:00,2025.05.05 17:35:00,True,212,2025.06.19 04:04:39,41,56,False,dd_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_long_session_relax,oos,110.32,11.7316,131,162,2026.02.12 22:50:07,2026.03.05 17:22:12,True,171,2026.03.13 10:06:57,9,39,False,dd_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_short_margin_relax,validation_is,132.37,11.8876,305,314,2025.08.20 16:46:58,2025.08.26 16:41:55,True,342,2025.09.24 16:55:00,28,89,False,dd_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_short_margin_relax,oos,198.55,15.7578,175,207,2026.02.12 22:50:07,2026.03.05 22:22:10,True,223,2026.03.19 20:30:00,16,58,False,dd_above_34d
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_short_session_relax,validation_is,143.86,14.352,194,213,2025.04.25 16:50:00,2025.05.05 17:35:00,True,226,2025.05.15 16:50:00,13,37,False,dd_above_34d
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_short_session_relax,oos,97.72,14.3278,67,95,2025.11.25 16:43:38,2026.01.02 21:11:42,True,119,2026.01.23 18:50:00,24,51,False,dd_above_34d
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_short_tight_margin,validation_is,141.12,9.0087,263,280,2025.08.15 16:50:00,2025.09.03 16:50:00,True,295,2025.09.24 16:55:00,15,32,False,dd_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_short_tight_margin,oos,139.49,11.8815,143,158,2026.02.12 22:50:07,2026.02.24 16:38:51,True,181,2026.03.13 10:06:57,23,37,False,dd_measurement_only
