run_id,adapter_id,split,month,trade_count,net_profit,profit_factor,winner_count,loser_count,quality_flag
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,2025.01,30,12.22,1.118825,15,15,pf_below_34d
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,2025.02,36,190.5,2.163075,23,13,acceptable_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,2025.03,32,8.3,1.039033,13,19,pf_below_34d
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,2025.04,53,256.55,1.848716,33,20,acceptable_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,2025.05,28,23.34,1.138328,13,15,pf_below_34d
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,2025.06,22,112.74,2.020087,15,7,acceptable_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,2025.07,20,185.04,2.468338,11,9,acceptable_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,2025.08,25,28.91,1.096338,11,14,pf_below_34d
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,validation_is,2025.09,23,154.55,1.912877,14,9,acceptable_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,oos,2025.10,21,21.33,1.310345,13,8,pf_below_34d
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,oos,2025.11,33,211.19,3.160733,21,12,acceptable_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,oos,2025.12,20,-31.7,0.773523,10,10,negative_month
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,oos,2026.01,31,127.39,2.015788,18,13,acceptable_measurement_only
run256A_stage256_source_feature_branch_after_binding_lifecycle_no_gain_v1,s256_stage254_control,oos,2026.02,38,132,1.621879,20,18,acceptable_measurement_only
