run_id,adapter_id,repair_label,gate_block_mode,gate_blocked_rows,gate_blocked_ratio,stage122_source_adapter_id,stage122_source_profit_factor,stage122_source_net_profit,stage122_source_max_drawdown_percent,stage122_source_trade_count,validation_profit_factor,validation_net_profit,validation_max_drawdown_percent,validation_trade_count,oos_profit_factor,oos_net_profit,oos_max_drawdown_percent,oos_trade_count,oos_cost_stressed_expectancy,same_move_reentry_ratio,mfe_capture_ratio,early_profit_factor,early_net_profit,early_trade_count,mid_profit_factor,mid_net_profit,mid_trade_count,late_profit_factor,late_net_profit,late_trade_count,trade_gain_vs_stage122_source,pf_delta_vs_stage122_source,net_delta_vs_stage122_source,dd_delta_vs_stage122_source,pf_gap_to_34d,net_gap_to_34d,dd_gap_to_34d,trade_count_gap_to_34d,risk_floor_applied_count,max_model_risk_pct,max_actual_risk_pct_after_floor,risk_bucket,stage125_read
run125A_stage125_v41_route_supply_followup_review_after_stage124_v1,s124_v41_h3_cd5_shortgate_risk035_sht54_lng52,stage124_cd5_shortgate_short54_long52,short,168,0.022152,s122_v41_h3_cd5_session_margin_risk035_sht54_lng52,1.750000,1102.04,14.660000,179,1.560000,1822.98,11.830000,319,1.510000,889.34,20.230000,230,3.566696,0.078261,0.683036,1.590467,243.06,77,1.460954,284.10,77,1.509066,362.18,76,51,-0.240000,-212.70,5.570000,-0.073157,-98.26,7.320864,-174,0,0.035000,0.034999,high_capped,salvageable_density_gain_quality_damaged
run125A_stage125_v41_route_supply_followup_review_after_stage124_v1,s124_v41_h3_cd5_longgate_risk035_sht54_lng52,stage124_cd5_longgate_short54_long52,long,168,0.022152,s122_v41_h3_cd5_session_margin_risk035_sht54_lng52,1.750000,1102.04,14.660000,179,1.170000,541.55,17.360000,406,1.290000,689.05,33.230000,292,2.059760,0.109589,0.673935,1.311315,228.81,98,1.193220,144.03,97,1.341177,316.21,97,113,-0.460000,-412.99,18.570000,-0.293157,-298.55,20.320864,-112,0,0.035000,0.034998,high_capped,density_gain_with_large_quality_damage
run125A_stage125_v41_route_supply_followup_review_after_stage124_v1,s124_v41_h3_cd5_nogate_risk035_sht55_lng53,stage124_cd5_nogate_short55_long53,none,168,0.022152,s122_v41_h3_cd5_session_margin_risk035_sht54_lng52,1.750000,1102.04,14.660000,179,1.180000,747.20,18.230000,462,1.210000,541.54,34.420000,343,1.278834,0.113703,0.669362,1.283208,224.19,115,1.152224,130.62,114,1.194247,186.73,114,164,-0.540000,-560.50,19.760000,-0.373157,-446.06,21.510864,-61,0,0.035000,0.034993,high_capped,density_gain_with_large_quality_damage
run125A_stage125_v41_route_supply_followup_review_after_stage124_v1,s124_v41_h3_cd5_nogate_risk035_sht54_lng52,stage124_cd5_nogate_short54_long52,none,168,0.022152,s122_v41_h3_cd5_session_margin_risk035_sht54_lng52,1.750000,1102.04,14.660000,179,1.180000,747.20,18.230000,462,1.210000,541.54,34.420000,343,1.278834,0.113703,0.669362,1.283208,224.19,115,1.152224,130.62,114,1.194247,186.73,114,164,-0.540000,-560.50,19.760000,-0.373157,-446.06,21.510864,-61,0,0.035000,0.034993,high_capped,density_gain_with_large_quality_damage
