attempt_name,candidate_id,candidate_alias,candidate_role,variant_id,profile_label,tier,attempt_role,record_view_prefix,set_path,ini_path,common_telemetry_path,common_summary_path,execution_status,runtime_status,report_status
run267dd_01_s258_stc_2023h2_session_cross_stress_ta_2023h2,s258_short_tight_control,s258_stc,stress_challenger,run267dd_01_s258_stc_2023h2_session_cross_stress,s258_session_cross_period_stress,Tier A,tier_only_total,mt5_ta_s258_stc_session_cross_2023h2,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_01_s258_stc_2023h2_session_cross_stress_ta_2023h2.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_01_s258_stc_2023h2_session_cross_stress_ta_2023h2.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_01_s258_stc_2023h2_session_cross_stress_ta_2023h2_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_01_s258_stc_2023h2_session_cross_stress_ta_2023h2_summary.csv,completed,completed,completed
run267dd_02_s258_stc_2025h1_session_cross_stress_ta_2025h1,s258_short_tight_control,s258_stc,stress_challenger,run267dd_02_s258_stc_2025h1_session_cross_stress,s258_session_cross_period_stress,Tier A,tier_only_total,mt5_ta_s258_stc_session_cross_2025h1,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_02_s258_stc_2025h1_session_cross_stress_ta_2025h1.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_02_s258_stc_2025h1_session_cross_stress_ta_2025h1.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_02_s258_stc_2025h1_session_cross_stress_ta_2025h1_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_02_s258_stc_2025h1_session_cross_stress_ta_2025h1_summary.csv,completed,completed,completed
run267dd_03_s258_stc_2025h2_session_cross_stress_ta_2025h2,s258_short_tight_control,s258_stc,stress_challenger,run267dd_03_s258_stc_2025h2_session_cross_stress,s258_session_cross_period_stress,Tier A,tier_only_total,mt5_ta_s258_stc_session_cross_2025h2,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_03_s258_stc_2025h2_session_cross_stress_ta_2025h2.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_03_s258_stc_2025h2_session_cross_stress_ta_2025h2.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_03_s258_stc_2025h2_session_cross_stress_ta_2025h2_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_03_s258_stc_2025h2_session_cross_stress_ta_2025h2_summary.csv,completed,completed,completed
run267dd_04_s264_aia_similar_replacement_watch_ta_2024,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267dd_04_s264_aia_similar_replacement_watch,s264_aia_similar_replacement_watch,Tier A,tier_only_total,mt5_ta_s264_aia_aia_similar_replacement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_04_s264_aia_similar_replacement_watch_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_04_s264_aia_similar_replacement_watch_ta_2024.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_04_s264_aia_similar_replacement_watch_ta_2024_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_04_s264_aia_similar_replacement_watch_ta_2024_summary.csv,completed,completed,completed
run267dd_04_s264_aia_similar_replacement_watch_rt_2024,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267dd_04_s264_aia_similar_replacement_watch,s264_aia_similar_replacement_watch,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_aia_aia_similar_replacement,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_04_s264_aia_similar_replacement_watch_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_04_s264_aia_similar_replacement_watch_rt_2024.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_04_s264_aia_similar_replacement_watch_rt_2024_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_04_s264_aia_similar_replacement_watch_rt_2024_summary.csv,completed,completed,completed
run267dd_05_s264_aia_ablation_neutralized_watch_ta_2024,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267dd_05_s264_aia_ablation_neutralized_watch,s264_aia_ablation_neutralized_watch,Tier A,tier_only_total,mt5_ta_s264_aia_aia_ablation_neutral,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_05_s264_aia_ablation_neutralized_watch_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_05_s264_aia_ablation_neutralized_watch_ta_2024.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_05_s264_aia_ablation_neutralized_watch_ta_2024_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_05_s264_aia_ablation_neutralized_watch_ta_2024_summary.csv,completed,completed,completed
run267dd_05_s264_aia_ablation_neutralized_watch_rt_2024,s264_allow_inner_all_oos_anchor,s264_aia,oos_anchor,run267dd_05_s264_aia_ablation_neutralized_watch,s264_aia_ablation_neutralized_watch,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_aia_aia_ablation_neutral,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_05_s264_aia_ablation_neutralized_watch_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_05_s264_aia_ablation_neutralized_watch_rt_2024.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_05_s264_aia_ablation_neutralized_watch_rt_2024_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_05_s264_aia_ablation_neutralized_watch_rt_2024_summary.csv,completed,completed,completed
run267dd_06_s264_aih_december_destructive_prune_ta_2024,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267dd_06_s264_aih_december_destructive_prune,s264_aih_december_destructive_prune,Tier A,tier_only_total,mt5_ta_s264_aih_aih_december_prune,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_06_s264_aih_december_destructive_prune_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_06_s264_aih_december_destructive_prune_ta_2024.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_06_s264_aih_december_destructive_prune_ta_2024_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_06_s264_aih_december_destructive_prune_ta_2024_summary.csv,completed,completed,completed
run267dd_06_s264_aih_december_destructive_prune_rt_2024,s264_allow_inner_high_quarter,s264_aih,challenger_core,run267dd_06_s264_aih_december_destructive_prune,s264_aih_december_destructive_prune,Tier A+B,routed_total_duplicate_boundary,mt5_rt_s264_aih_aih_december_prune,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_06_s264_aih_december_destructive_prune_rt_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_06_s264_aih_december_destructive_prune_rt_2024.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_06_s264_aih_december_destructive_prune_rt_2024_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_06_s264_aih_december_destructive_prune_rt_2024_summary.csv,completed,completed,completed
run267dd_07_s264_lc_weekday_dd_control_ta_2024,s264_lowrank_control,s264_lc,defensive_control,run267dd_07_s264_lc_weekday_dd_control,s264_lc_weekday_dd_control,Tier A,tier_only_total,mt5_ta_s264_lc_lc_weekday_dd,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_07_s264_lc_weekday_dd_control_ta_2024.set,stages/267_adapter_research__baseline_candidate_racing_protocol/02_runs/run267DE/shared_weakness_breakout_second_followup_or_prune_mt5_execution/mt5/run267dd_07_s264_lc_weekday_dd_control_ta_2024.ini,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_07_s264_lc_weekday_dd_control_ta_2024_telemetry.csv,OPV2/s267de/run267DE_shared_weakness_second_followup_or_prune/telemetry/run267dd_07_s264_lc_weekday_dd_control_ta_2024_summary.csv,completed,completed,completed
