candidate_id,split,target_id,target_family,horizon_bars,feature_set_id,feature_count,model_id,model_family,threshold_quantile,edge_threshold_from_train,cooldown_bars,side_policy,exit_mode,signal_count,trade_count,trades_per_day,net_profit_proxy_points,gross_profit_proxy_points,gross_loss_proxy_points,profit_factor,expectancy_proxy_points,win_rate_percent,average_win_proxy_points,average_loss_proxy_points,payoff_ratio,max_drawdown_proxy_points,proxy_dd_percent_on_10000_points,recovery_factor,max_consecutive_loss,long_trade_count,short_trade_count,density_band_read,four_axis_distance_score,claim_boundary
f68b_e042b57692de,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,full58(전체58),59,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.975,0.040885302069178446,3,short_only(숏만),atr_sltp_conservative(보수적_ATR손익절),97,58,0.22393822393822393,407.8873616027805,1082.6764321136484,674.789070510868,1.6044664613402493,7.0325407172893195,55.172413793103445,33.83363850355151,-25.95342578887954,1.3036289998389525,270.50411735534897,2.70504117355349,1.5078785697999466,4,0,58,below_goal_band(목표대역미만),0.5501527361452295,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_e042b57692de,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,full58(전체58),59,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.975,0.040885302069178446,3,short_only(숏만),atr_sltp_conservative(보수적_ATR손익절),137,71,0.41040462427745666,485.1074992370543,1380.2650537109307,895.1575544738765,1.541924152695302,6.832499989254286,56.33802816901409,34.50662634277327,-28.876050144318597,1.1949912183388591,155.1775204467842,1.551775204467842,3.126145448389315,4,0,71,below_goal_band(목표대역미만),0.6477048078753935,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_9d82d68db809,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,logreg_balanced(균형로지스틱),linear(선형),0.95,0.08629337722426306,12,long_only(롱만),close_horizon(만기종가),264,81,0.30916030534351147,287.37999999998016,1365.1199999999935,1077.740000000014,1.2666505836286819,3.5479012345676564,46.913580246913575,35.92421052631562,-25.063720930232886,1.43331513410614,261.22000000000037,2.6122000000000036,1.1001454712502097,8,81,0,below_goal_band(목표대역미만),0.47570703117472335,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_9d82d68db809,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,logreg_balanced(균형로지스틱),linear(선형),0.95,0.08629337722426306,12,long_only(롱만),close_horizon(만기종가),582,107,0.5544041450777202,373.28999999999144,1310.3499999999965,937.060000000005,1.3983629650182374,3.4886915887849668,52.336448598130836,23.39910714285708,-18.373725490196176,1.2735091288558948,229.48000000000013,2.2948000000000013,1.6266777061181419,5,107,0,below_goal_band(목표대역미만),0.5403757909637206,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_859806341bd3,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.8,0.021577657651285526,3,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),241,145,0.5492424242424242,334.9095737266741,1586.8769627571342,1251.96738903046,1.267506627298042,2.309721198114994,57.931034482758626,18.891392413775407,-20.524055557876395,0.9204512412521496,133.42000000000002,1.3342,2.510190179333489,5,145,0,below_goal_band(목표대역미만),0.5794417030199692,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_859806341bd3,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.8,0.021577657651285526,3,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),441,205,1.0621761658031088,788.7805253410362,2367.6019291114867,1578.8214037704493,1.499600856345954,3.847709879712372,55.1219512195122,20.9522294611636,-17.161102214896186,1.2209139715382988,240.15093441008918,2.4015093441008917,3.2845199094419932,8,205,0,below_goal_band(목표대역미만),0.6674271750840175,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_eeccd0154d9c,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,3,long_only(롱만),close_horizon(만기종가),72,46,0.17557251908396945,297.40999999998144,669.0499999999874,371.6400000000063,1.8002636960498766,6.465434782608292,63.04347826086957,23.070689655171982,-21.861176470588607,1.0553269942361345,96.69999999999999,0.9669999999999999,3.075594622543759,5,46,0,below_goal_band(목표대역미만),0.6770624551708402,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_eeccd0154d9c,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,3,long_only(롱만),close_horizon(만기종가),135,73,0.39037433155080214,214.1100000000042,673.3800000000052,459.2700000000013,1.4661963550852513,2.9330136986301945,61.64383561643836,14.964000000000116,-16.402500000000046,0.9122999542752674,184.24999999999784,1.8424999999999785,1.16206241519678,4,73,0,below_goal_band(목표대역미만),0.5130152542046051,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_733fb939ea01,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,3,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),72,46,0.17557251908396945,221.30531053541176,615.7679235267524,394.4626129913409,1.5610298751944574,4.810985011639386,63.04347826086957,21.233376673336288,-23.2036831171377,0.915086478562268,126.83460922241314,1.2683460922241314,1.744833779140974,3,46,0,below_goal_band(목표대역미만),0.5574996339852589,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_733fb939ea01,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,3,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),135,73,0.39037433155080214,261.7888097572358,695.2190403938336,433.43023063659797,1.6039929641565032,3.586148078866244,61.64383561643836,15.449312008751857,-15.479651094164213,0.9980400665862686,158.41023063659452,1.5841023063659452,1.6526003952219466,4,73,0,below_goal_band(목표대역미만),0.5663872775669707,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_45b01d5e1f7d,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,6,long_only(롱만),close_horizon(만기종가),72,42,0.16030534351145037,217.3199999999793,632.0199999999866,414.7000000000073,1.5240414757655545,5.174285714285221,61.904761904761905,24.30846153846102,-25.918750000000458,0.9378716773941873,136.31000000000205,1.3631000000000206,1.594307094123513,4,42,0,below_goal_band(목표대역미만),0.5413055747135254,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_45b01d5e1f7d,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,6,long_only(롱만),close_horizon(만기종가),135,62,0.3315508021390374,255.1900000000016,585.2600000000026,330.0700000000012,1.7731390311146136,4.11596774193551,61.29032258064516,15.40157894736849,-13.752916666666716,1.1198772828092296,107.14999999999782,1.0714999999999781,2.3816145590294613,3,62,0,below_goal_band(목표대역미만),0.638007190688051,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_78f31c7c14e4,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,12,both(양방향),atr_sltp_conservative(보수적_ATR손익절),515,154,0.5811320754716981,677.7064818382132,2342.3160270500125,1664.6095452117986,1.4071263941670988,4.400691440507878,51.94805194805194,29.278950338125156,-22.494723583943223,1.3015919146045665,298.88552968978956,2.9888552968978956,2.2674449396784055,5,40,114,below_goal_band(목표대역미만),0.5854772381224932,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_78f31c7c14e4,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,12,both(양방향),atr_sltp_conservative(보수적_ATR손익절),688,189,0.9742268041237113,661.260965175642,2733.902374019624,2072.641408843981,1.3190426295422044,3.4987352654795876,54.4973544973545,26.542741495336156,-24.100481498185825,1.101336564472132,261.3979496002197,2.6139794960021967,2.5297098396791946,8,56,133,below_goal_band(목표대역미만),0.6054727892415588,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_7ea9fc85c128,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,12,long_only(롱만),close_horizon(만기종가),72,40,0.15267175572519084,321.9699999999793,632.0199999999866,310.05000000000723,2.0384454120302267,8.049249999999482,65.0,24.30846153846102,-22.146428571429087,1.0976244526316605,96.7,0.967,3.3295760082727948,4,40,0,below_goal_band(목표대역미만),0.7118736820335416,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_7ea9fc85c128,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,12,long_only(롱만),close_horizon(만기종가),135,56,0.2994652406417112,202.2600000000042,542.9100000000027,340.64999999999867,1.5937472479084245,3.6117857142857894,62.5,15.511714285714362,-16.221428571428508,0.9562483487450547,94.19999999999928,0.9419999999999928,2.1471337579618446,3,56,0,below_goal_band(목표대역미만),0.5941829473427217,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_c089c1558a65,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,12,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),72,40,0.15267175572519084,245.8653105354096,578.7379235267515,332.87261299134184,1.7386168189865614,6.14663276338524,65.0,22.259150904875057,-23.776615213667274,0.93617828714661,96.7,0.967,2.5425575029514955,3,40,0,below_goal_band(목표대역미만),0.6364032266070916,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_c089c1558a65,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,no_mega_top3(대형주_상위3제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070318,12,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),135,56,0.2994652406417112,224.09904039383252,564.749040393831,340.64999999999867,1.6578571565942557,4.001768578461295,62.5,16.135686868395172,-16.221428571428508,0.9947142939565535,94.19999999999928,0.9419999999999928,2.3789707048177733,3,56,0,below_goal_band(목표대역미만),0.6192552301026584,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_c9e5fe19325f,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,core_technical(핵심기술),39,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.8,0.021638255075645707,12,long_only(롱만),close_horizon(만기종가),369,178,0.6592592592592592,675.0300000000249,2094.7400000000102,1419.709999999985,1.4754703425347657,3.7923033707866565,53.93258426966292,21.82020833333344,-17.31353658536567,1.2602975842484458,190.62999999999522,1.9062999999999521,3.5410481036565167,5,178,0,below_goal_band(목표대역미만),0.6476909217505853,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_c9e5fe19325f,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,core_technical(핵심기술),39,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.8,0.021638255075645707,12,long_only(롱만),close_horizon(만기종가),695,176,0.9072164948453608,433.71999999999764,1979.4000000000078,1545.680000000009,1.2806014181460563,2.4643181818181685,51.70454545454546,21.751648351648438,-18.1844705882354,1.196166159806756,280.33000000000226,2.8033000000000223,1.5471765419327013,7,176,0,below_goal_band(목표대역미만),0.5315239753112363,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_ef9a7840d190,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,session_regime_no_mega(세션국면_대형주제외),49,logreg_balanced(균형로지스틱),linear(선형),0.95,0.08629337722426306,12,long_only(롱만),close_horizon(만기종가),264,81,0.30916030534351147,287.37999999998016,1365.1199999999935,1077.740000000014,1.2666505836286819,3.5479012345676564,46.913580246913575,35.92421052631562,-25.063720930232886,1.43331513410614,261.22000000000037,2.6122000000000036,1.1001454712502097,8,81,0,below_goal_band(목표대역미만),0.47570703117472335,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_ef9a7840d190,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,session_regime_no_mega(세션국면_대형주제외),49,logreg_balanced(균형로지스틱),linear(선형),0.95,0.08629337722426306,12,long_only(롱만),close_horizon(만기종가),582,107,0.5544041450777202,373.28999999999144,1310.3499999999965,937.060000000005,1.3983629650182374,3.4886915887849668,52.336448598130836,23.39910714285708,-18.373725490196176,1.2735091288558948,229.48000000000013,2.2948000000000013,1.6266777061181419,5,107,0,below_goal_band(목표대역미만),0.5403757909637206,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_e8c4efac2f91,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,session_regime_no_mega(세션국면_대형주제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.8,0.021577657651285557,3,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),241,145,0.5492424242424242,334.9095737266741,1586.8769627571342,1251.96738903046,1.267506627298042,2.309721198114994,57.931034482758626,18.891392413775407,-20.524055557876395,0.9204512412521496,133.42000000000002,1.3342,2.510190179333489,5,145,0,below_goal_band(목표대역미만),0.5794417030199692,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_e8c4efac2f91,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,session_regime_no_mega(세션국면_대형주제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.8,0.021577657651285557,3,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),441,205,1.0621761658031088,788.7805253410362,2367.6019291114867,1578.8214037704493,1.499600856345954,3.847709879712372,55.1219512195122,20.9522294611636,-17.161102214896186,1.2209139715382988,240.15093441008918,2.4015093441008917,3.2845199094419932,8,205,0,below_goal_band(목표대역미만),0.6674271750840175,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_480833daea11,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,session_regime_no_mega(세션국면_대형주제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070356,3,long_only(롱만),close_horizon(만기종가),72,46,0.17557251908396945,297.40999999998144,669.0499999999874,371.6400000000063,1.8002636960498766,6.465434782608292,63.04347826086957,23.070689655171982,-21.861176470588607,1.0553269942361345,96.69999999999999,0.9669999999999999,3.075594622543759,5,46,0,below_goal_band(목표대역미만),0.6770624551708402,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_480833daea11,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,session_regime_no_mega(세션국면_대형주제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070356,3,long_only(롱만),close_horizon(만기종가),135,73,0.39037433155080214,214.1100000000042,673.3800000000052,459.2700000000013,1.4661963550852513,2.9330136986301945,61.64383561643836,14.964000000000116,-16.402500000000046,0.9122999542752674,184.24999999999784,1.8424999999999785,1.16206241519678,4,73,0,below_goal_band(목표대역미만),0.5130152542046051,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_631d29c92e06,validation,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,session_regime_no_mega(세션국면_대형주제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070356,3,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),72,46,0.17557251908396945,221.30531053541176,615.7679235267524,394.4626129913409,1.5610298751944574,4.810985011639386,63.04347826086957,21.233376673336288,-23.2036831171377,0.915086478562268,126.83460922241314,1.2683460922241314,1.744833779140974,3,46,0,below_goal_band(목표대역미만),0.5574996339852589,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_631d29c92e06,oos,h1_ddp03_min1p5(1봉_손실벌점),dd_penalized_close(손실폭벌점종가),1,session_regime_no_mega(세션국면_대형주제외),49,extra_trees_shallow(얕은엑스트라트리스),tree_bagging(트리배깅),0.9,0.030334734938070356,3,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),135,73,0.39037433155080214,261.7888097572358,695.2190403938336,433.43023063659797,1.6039929641565032,3.586148078866244,61.64383561643836,15.449312008751857,-15.479651094164213,0.9980400665862686,158.41023063659452,1.5841023063659452,1.6526003952219466,4,73,0,below_goal_band(목표대역미만),0.5663872775669707,proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
