run_id,attempt_name,candidate_id,axis_id,split,test_period_start,test_period_end,calendar_days_exclusive,tester_status,runtime_status,report_status,expected_rows,feature_ready_count,feature_ready_diff,expected_signal_count,signal_count,signal_count_diff,order_attempt_count,order_fill_count,order_fill_rate,trade_count,trades_per_day,long_trade_count,short_trade_count,winning_trade_count,losing_trade_count,deal_count,deal_in_count,deal_out_count,deal_minus_order_fill,deal_count_equals_2x_trade,order_fill_equals_deal_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate_percent,average_win,average_loss,payoff_ratio,recovery_factor,max_drawdown_amount,max_drawdown_percent,proxy_net_profit,proxy_profit_factor,proxy_trades_per_day,proxy_dd_percent,dd_delta_runtime_minus_proxy,deal_profit_sum,deal_commission_sum,deal_swap_sum,deal_cost_sum,net_reconciliation_error,gap_cause_summary,report_path,telemetry_path,summary_path,claim_boundary
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_validation,f68b_0872ddc6192f,near_four_axis_repair_axis,validation,2025-01-02,2025-10-01,272,completed,completed,completed,9844,9844,0,4689,4689,0,2087,2087,1.0,1081,3.974264705882353,517,564,532,549,2162,1081,1081,75,True,False,8.91,1701.2,-1692.29,1.01,0.01,49.21,3.197744360902256,-3.082495446265938,1.0373881865019225,0.05,169.0,25.06,3574.4199999999873,1.2872492088315126,3.1845018450184504,6.821299999999944,18.238700000000055,4.949999999999993,0.0,3.96,3.96,-7.105427357601002e-15,tester_economics_observed(테스터 경제성 관찰),C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_68__runtime_native_trade_lifecycle_economics_proxy_onnx_scout/02_runs/frontier68F_near_four_axis_onnx_runtime_repair_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier68F_near_four_axis_onnx_runtime_repair_probe_v1_f68f_near_four_axis_c6192f_validation.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier68F_near_four_axis_repair_probe/telemetry/f68f_near_four_axis_c6192f_validation_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier68F_near_four_axis_repair_probe/telemetry/f68f_near_four_axis_c6192f_validation_summary.csv,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier68F_near_four_axis_onnx_runtime_repair_probe_v1,f68f_near_four_axis_c6192f_oos,f68b_0872ddc6192f,near_four_axis_repair_axis,oos,2025-10-01,2026-04-14,195,completed,completed,completed,7584,7584,0,4784,4784,0,1797,1797,1.0,932,4.779487179487179,499,433,474,458,1864,932,932,67,True,False,241.18,1586.79,-1345.61,1.18,0.26,50.86,3.3476582278481013,-2.938013100436681,1.139429305931459,1.9,126.83,19.57,2528.7000000000235,1.234431711461819,3.9896907216494846,5.061499999999865,14.508500000000137,239.41,0.0,1.77,1.77,0.0,tester_economics_observed(테스터 경제성 관찰),C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_68__runtime_native_trade_lifecycle_economics_proxy_onnx_scout/02_runs/frontier68F_near_four_axis_onnx_runtime_repair_probe_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier68F_near_four_axis_onnx_runtime_repair_probe_v1_f68f_near_four_axis_c6192f_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier68F_near_four_axis_repair_probe/telemetry/f68f_near_four_axis_c6192f_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier68F_near_four_axis_repair_probe/telemetry/f68f_near_four_axis_c6192f_oos_summary.csv,repair_runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
