candidate_id,target_id,feature_set_id,model_id,threshold_quantile,cooldown_bars,side_policy,exit_mode,validation_net,validation_pf,validation_tpd,validation_dd_pct_proxy,oos_net,oos_pf,oos_tpd,oos_dd_pct_proxy,min_four_axis_distance_score,dual_positive_proxy,density_inside_both,min_pf,max_validation_oos_dd_pct_proxy,summary_read,claim_boundary
f68b_23f4d4607a78,h2_ddp03_min1p5(2봉_손실벌점),full58(전체58),extra_trees_shallow(얕은엑스트라트리스),0.3,1,both(양방향),close_horizon(만기종가),1342.5000000000082,1.0431014832047087,7.476014760147602,11.91909999999984,1334.2300000000164,1.0478459067961752,9.65979381443299,12.75599999999986,0.6993477316345647,True,True,1.0431014832047087,12.75599999999986,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_547ac8b4ead1,h2_ddp03_min1p5(2봉_손실벌점),no_mega_top3(대형주_상위3제외),hgb_small(작은히스토그램부스팅),0.7,1,both(양방향),atr_sltp_conservative(보수적_ATR손익절),322.3118579292248,1.0153419423970926,5.789667896678967,8.842955861282393,1536.0055847167932,1.0905893434703313,7.22680412371134,9.696685918617442,0.6766002447099491,True,True,1.0153419423970926,9.696685918617442,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_e50a5e5ffeb1,h2_ddp03_min1p5(2봉_손실벌점),session_regime_no_mega(세션국면_대형주제외),hgb_small(작은히스토그램부스팅),0.7,1,both(양방향),atr_sltp_conservative(보수적_ATR손익절),322.3118579292248,1.0153419423970926,5.789667896678967,8.842955861282393,1536.0055847167932,1.0905893434703313,7.22680412371134,9.696685918617442,0.6766002447099491,True,True,1.0153419423970926,9.696685918617442,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_cf9b10b0cea0,h3_ddp03_min1p5(3봉_손실벌점),core_technical(핵심기술),extra_trees_shallow(얕은엑스트라트리스),0.4,1,both(양방향),close_horizon(만기종가),921.8699999999715,1.0330288068291127,5.03690036900369,13.149200000000272,4560.749999999993,1.2008115680143923,6.628865979381444,13.713000000000374,0.6702012861325052,True,True,1.0330288068291127,13.713000000000374,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_bff3042cfa00,h2_ddp03_min1p5(2봉_손실벌점),full58(전체58),extra_trees_shallow(얕은엑스트라트리스),0.3,0,long_only(롱만),close_horizon(만기종가),636.460000000012,1.0257409220642084,5.391143911439114,14.44389999999999,405.079999999987,1.0197519643228066,7.788659793814433,11.97699999999999,0.6387983224888818,True,True,1.0197519643228066,14.44389999999999,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_bc8f2b394f25,h2_ddp03_min1p5(2봉_손실벌점),core_technical(핵심기술),extra_trees_shallow(얕은엑스트라트리스),0.0,3,both(양방향),atr_sltp_conservative(보수적_ATR손익절),248.50483657835434,1.0118349461083496,5.557195571955719,12.867793063354426,225.63763366697788,1.0124560064281327,6.747422680412371,10.974931818389871,0.6359720824448307,True,True,1.0118349461083496,12.867793063354426,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_736f42097644,h3_ddp03_min1p5(3봉_손실벌점),full58(전체58),extra_trees_shallow(얕은엑스트라트리스),0.2,0,short_only(숏만),atr_sltp_conservative(보수적_ATR손익절),489.83551460268654,1.0197962305675625,5.372693726937269,15.356766550827276,607.3003146743879,1.0319312680355728,5.523560209424084,10.072230197525005,0.6206664675180535,True,True,1.0197962305675625,15.356766550827276,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_95534254b2c2,h3_ddp03_min1p5(3봉_손실벌점),core_technical(핵심기술),extra_trees_shallow(얕은엑스트라트리스),0.4,1,both(양방향),atr_sltp_conservative(보수적_ATR손익절),37.22224002834423,1.0015171487332375,5.03690036900369,13.857416864014056,3318.439439182268,1.159996940021001,6.628865979381444,11.203542892455912,0.6134441289492443,True,True,1.0015171487332375,13.857416864014056,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_6c1960f4c27b,h2_ddp03_min1p5(2봉_손실벌점),full58(전체58),extra_trees_shallow(얕은엑스트라트리스),0.0,1,long_only(롱만),atr_sltp_conservative(보수적_ATR손익절),542.0176064872703,1.0247449546059737,5.416974169741698,12.92498053474457,4.975848102553584,1.000276744882049,6.979381443298969,15.522696106720096,0.5950282527208294,True,True,1.000276744882049,15.522696106720096,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_fe9ad8bdb239,h2_ddp03_min1p5(2봉_손실벌점),no_mega_top3(대형주_상위3제외),hgb_small(작은히스토그램부스팅),0.7,1,both(양방향),close_horizon(만기종가),1705.2700000000125,1.0804532409502083,5.789667896678967,12.182000000000066,96.90000000000578,1.0051348820646362,7.22680412371134,17.304000000000112,0.5814634731788576,True,True,1.0051348820646362,17.304000000000112,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_2d2066111052,h2_ddp03_min1p5(2봉_손실벌점),session_regime_no_mega(세션국면_대형주제외),hgb_small(작은히스토그램부스팅),0.7,1,both(양방향),close_horizon(만기종가),1705.2700000000125,1.0804532409502083,5.789667896678967,12.182000000000066,96.90000000000578,1.0051348820646362,7.22680412371134,17.304000000000112,0.5814634731788576,True,True,1.0051348820646362,17.304000000000112,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_db2b85956788,h2_ddp03_min1p5(2봉_손실벌점),full58(전체58),extra_trees_shallow(얕은엑스트라트리스),0.0,0,long_only(롱만),close_horizon(만기종가),978.369999999996,1.0309602921445027,7.343173431734317,15.783200000000285,282.7099999999867,1.0111558812538493,9.731958762886597,18.4395,0.5774995559364612,True,True,1.0111558812538493,18.4395,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_05257af6a26e,h2_ddp03_min1p5(2봉_손실벌점),full58(전체58),extra_trees_shallow(얕은엑스트라트리스),0.2,0,long_only(롱만),close_horizon(만기종가),499.71999999998286,1.0186028712123802,6.07380073800738,19.453100000000216,535.0099999999638,1.0242692814703174,8.448453608247423,15.075999999999947,0.5753850644711558,True,True,1.0186028712123802,19.453100000000216,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_81edd53456a7,h2_ddp03_min1p5(2봉_손실벌점),no_mega_top3(대형주_상위3제외),hgb_small(작은히스토그램부스팅),0.3,3,long_only(롱만),close_horizon(만기종가),214.67999999999563,1.0109983903045305,5.605166051660516,18.78810000000008,643.3499999999724,1.0387531759714028,6.453608247422681,11.47249999999998,0.5713863462740811,True,True,1.0109983903045305,18.78810000000008,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_52d1a0496196,h2_ddp03_min1p5(2봉_손실벌점),session_regime_no_mega(세션국면_대형주제외),hgb_small(작은히스토그램부스팅),0.3,3,long_only(롱만),close_horizon(만기종가),214.67999999999563,1.0109983903045305,5.605166051660516,18.78810000000008,643.3499999999724,1.0387531759714028,6.453608247422681,11.47249999999998,0.5713863462740811,True,True,1.0109983903045305,18.78810000000008,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
f68b_1f79fed8a0cc,h2_ddp03_min1p5(2봉_손실벌점),full58(전체58),extra_trees_shallow(얕은엑스트라트리스),0.1,0,long_only(롱만),close_horizon(만기종가),1083.7499999999961,1.0372958921005322,6.693726937269373,15.666700000000269,11.279999999976894,1.0004697203206914,9.087628865979381,18.222499999999968,0.5682581346841301,True,True,1.0004697203206914,18.222499999999968,scout_clue_density_band_pf_weak(밀도대역_PF약함_탐색단서),proxy_broad_sweep_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
