candidate_id,candidate_label,split,label_id,label_family,long_horizon_bars,short_horizon_bars,long_threshold,short_threshold,flat_band_rule,volatility_normalization_flag,session_adjustment_flag,train_label_counts,validation_label_counts,oos_label_counts,class_balance,class_balance_status,model_family,model_artifact_path,tier_a_used_count,tier_b_fallback_used_count,actual_routed_total_count,validation_trade_count,oos_trade_count,long_count,short_count,flat_count,no_trade_rate,validation_oos_gap,direction_specific_expectancy,trade_count_thinning_vs_reference,tier_b_signal_share_python,candidate_rejection_reason
c06_wider_flat_band,wider flat band with current horizon,validation_is,stage41_c06_wider_flat_band,flat_band_width,12,12,0.001725074620003829,0.001725074620003829,wider_flat_band_1_35x,False,False,"{""flat"": 12545, ""long"": 8902, ""short"": 7775}","{""flat"": 4687, ""long"": 2691, ""short"": 2466}","{""flat"": 3767, ""long"": 1897, ""short"": 1920}","{""flat"": 0.47612759041040226, ""long"": 0.2733644859813084, ""short"": 0.25050792360828933}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c06_wider_flat_band_elastic_net_logistic.joblib,1497,30,1527,1527,,825,702,10683,0.874938574938575,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,50,0.019646365422396856,mt5_pending
c06_wider_flat_band,wider flat band with current horizon,oos,stage41_c06_wider_flat_band,flat_band_width,12,12,0.001725074620003829,0.001725074620003829,wider_flat_band_1_35x,False,False,"{""flat"": 12545, ""long"": 8902, ""short"": 7775}","{""flat"": 4687, ""long"": 2691, ""short"": 2466}","{""flat"": 3767, ""long"": 1897, ""short"": 1920}","{""flat"": 0.4967035864978903, ""long"": 0.2501318565400844, ""short"": 0.25316455696202533}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c06_wider_flat_band_elastic_net_logistic.joblib,1120,60,1180,,1180,566,614,7466,0.8635207032153597,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,3,0.05084745762711865,mt5_pending
c07_narrower_flat_band,narrower flat band with current horizon,validation_is,stage41_c07_narrower_flat_band,flat_band_width,12,12,0.000958374788891016,0.000958374788891016,narrower_flat_band_0_75x,False,False,"{""flat"": 7265, ""long"": 11814, ""short"": 10143}","{""flat"": 2816, ""long"": 3732, ""short"": 3296}","{""flat"": 2319, ""long"": 2719, ""short"": 2546}","{""flat"": 0.28606257618854125, ""long"": 0.37911418122714347, ""short"": 0.33482324258431534}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c07_narrower_flat_band_elastic_net_logistic.joblib,1237,20,1257,1257,,614,643,10953,0.8970515970515971,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-220,0.015910898965791568,mt5_pending
c07_narrower_flat_band,narrower flat band with current horizon,oos,stage41_c07_narrower_flat_band,flat_band_width,12,12,0.000958374788891016,0.000958374788891016,narrower_flat_band_0_75x,False,False,"{""flat"": 7265, ""long"": 11814, ""short"": 10143}","{""flat"": 2816, ""long"": 3732, ""short"": 3296}","{""flat"": 2319, ""long"": 2719, ""short"": 2546}","{""flat"": 0.3057753164556962, ""long"": 0.35851793248945146, ""short"": 0.3357067510548523}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c07_narrower_flat_band_elastic_net_logistic.joblib,934,45,979,,979,459,520,7667,0.8867684478371501,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-198,0.045965270684371805,mt5_pending
c08_asymmetric_flat_band,directional thresholds create an asymmetric flat definition,validation_is,stage41_c08_asymmetric_flat_band,asymmetric_flat_band,12,12,0.001469508009632891,0.0010861580940764847,long_wider_short_narrower,False,False,"{""flat"": 9737, ""long"": 9809, ""short"": 9676}","{""flat"": 3681, ""long"": 3032, ""short"": 3131}","{""flat"": 2986, ""long"": 2159, ""short"": 2439}","{""flat"": 0.37393336042259245, ""long"": 0.30800487606663957, ""short"": 0.318061763510768}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c08_asymmetric_flat_band_elastic_net_logistic.joblib,1429,30,1459,1459,,908,551,10751,0.8805077805077806,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-18,0.0205620287868403,mt5_pending
c08_asymmetric_flat_band,directional thresholds create an asymmetric flat definition,oos,stage41_c08_asymmetric_flat_band,asymmetric_flat_band,12,12,0.001469508009632891,0.0010861580940764847,long_wider_short_narrower,False,False,"{""flat"": 9737, ""long"": 9809, ""short"": 9676}","{""flat"": 3681, ""long"": 3032, ""short"": 3131}","{""flat"": 2986, ""long"": 2159, ""short"": 2439}","{""flat"": 0.39372362869198313, ""long"": 0.2846782700421941, ""short"": 0.3215981012658228}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c08_asymmetric_flat_band_elastic_net_logistic.joblib,1085,47,1132,,1132,649,483,7514,0.8690724034235484,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-45,0.04151943462897526,mt5_pending
c09_volatility_normalized_return_label,return thresholds scaled by trailing realized volatility,validation_is,stage41_c09_vol_normalized,volatility_normalized_return,12,12,0.0011756779910691833,0.0011756779910691833,symmetric_current_band,True,False,"{""flat"": 10172, ""long"": 10298, ""short"": 8752}","{""flat"": 3624, ""long"": 3298, ""short"": 2922}","{""flat"": 2950, ""long"": 2371, ""short"": 2263}","{""flat"": 0.3681430312880943, ""long"": 0.33502641202763106, ""short"": 0.29683055668427466}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c09_volatility_normalized_return_label_elastic_net_logistic.joblib,506,55,561,561,,256,305,11649,0.9540540540540541,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-916,0.09803921568627451,mt5_pending
c09_volatility_normalized_return_label,return thresholds scaled by trailing realized volatility,oos,stage41_c09_vol_normalized,volatility_normalized_return,12,12,0.0013052130296274437,0.0013052130296274437,symmetric_current_band,True,False,"{""flat"": 10172, ""long"": 10298, ""short"": 8752}","{""flat"": 3624, ""long"": 3298, ""short"": 2922}","{""flat"": 2950, ""long"": 2371, ""short"": 2263}","{""flat"": 0.38897679324894513, ""long"": 0.3126318565400844, ""short"": 0.29839135021097046}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c09_volatility_normalized_return_label_elastic_net_logistic.joblib,484,78,562,,562,293,269,8084,0.93499884339579,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-615,0.1387900355871886,mt5_pending
c10_session_adjusted_label,thresholds adjusted by cash-session location,validation_is,stage41_c10_session_adjusted,session_adjusted_label,12,12,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,True,"{""flat"": 10040, ""long"": 10309, ""short"": 8873}","{""flat"": 3746, ""long"": 3238, ""short"": 2860}","{""flat"": 3081, ""long"": 2292, ""short"": 2211}","{""flat"": 0.3805363673303535, ""long"": 0.3289313287281593, ""short"": 0.2905323039414872}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c10_session_adjusted_label_elastic_net_logistic.joblib,1416,28,1444,1444,,782,662,10766,0.8817362817362817,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-33,0.019390581717451522,mt5_pending
c10_session_adjusted_label,thresholds adjusted by cash-session location,oos,stage41_c10_session_adjusted,session_adjusted_label,12,12,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,True,"{""flat"": 10040, ""long"": 10309, ""short"": 8873}","{""flat"": 3746, ""long"": 3238, ""short"": 2860}","{""flat"": 3081, ""long"": 2292, ""short"": 2211}","{""flat"": 0.40625, ""long"": 0.3022151898734177, ""short"": 0.2915348101265823}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c10_session_adjusted_label_elastic_net_logistic.joblib,1038,59,1097,,1097,560,537,7549,0.8731205181586861,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-80,0.053783044667274384,mt5_pending
c11_direction_specific_threshold_label,long and short thresholds derived from train-side directional quantiles,validation_is,stage41_c11_direction_quantile_threshold,direction_specific_threshold,12,12,0.0024152621687575713,0.0025149286661407806,symmetric_current_band,False,False,"{""flat"": 16677, ""long"": 6719, ""short"": 5826}","{""flat"": 5960, ""long"": 2004, ""short"": 1880}","{""flat"": 4749, ""long"": 1371, ""short"": 1464}","{""flat"": 0.6054449410808614, ""long"": 0.20357578220235675, ""short"": 0.1909792767167818}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c11_direction_specific_threshold_label_elastic_net_logistic.joblib,1549,35,1584,1584,,848,736,10626,0.8702702702702703,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,107,0.022095959595959596,mt5_pending
c11_direction_specific_threshold_label,long and short thresholds derived from train-side directional quantiles,oos,stage41_c11_direction_quantile_threshold,direction_specific_threshold,12,12,0.0024152621687575713,0.0025149286661407806,symmetric_current_band,False,False,"{""flat"": 16677, ""long"": 6719, ""short"": 5826}","{""flat"": 5960, ""long"": 2004, ""short"": 1880}","{""flat"": 4749, ""long"": 1371, ""short"": 1464}","{""flat"": 0.6261867088607594, ""long"": 0.1807753164556962, ""short"": 0.1930379746835443}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c11_direction_specific_threshold_label_elastic_net_logistic.joblib,1219,62,1281,,1281,558,723,7365,0.8518390006939626,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,104,0.04839968774395004,mt5_pending
c12_long_only_label_pressure_test,long-side label quality pressure test,validation_is,stage41_c12_long_only_pressure,direction_side_pressure,12,12,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 18707, ""long"": 10515, ""short"": 0}","{""flat"": 6551, ""long"": 3293, ""short"": 0}","{""flat"": 5227, ""long"": 2357, ""short"": 0}","{""flat"": 0.6654815115806583, ""long"": 0.33451848841934173, ""short"": 0.0}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c12_long_only_label_pressure_test_elastic_net_logistic.joblib,5100,593,5693,5693,,5693,0,6517,0.5337428337428338,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,4216,0.10416300720182681,mt5_pending
c12_long_only_label_pressure_test,long-side label quality pressure test,oos,stage41_c12_long_only_pressure,direction_side_pressure,12,12,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 18707, ""long"": 10515, ""short"": 0}","{""flat"": 6551, ""long"": 3293, ""short"": 0}","{""flat"": 5227, ""long"": 2357, ""short"": 0}","{""flat"": 0.6892141350210971, ""long"": 0.3107858649789029, ""short"": 0.0}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c12_long_only_label_pressure_test_elastic_net_logistic.joblib,4456,442,4898,,4898,4898,0,3748,0.4334952579227388,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,3721,0.0902409146590445,mt5_pending
c13_short_only_label_pressure_test,short-side label quality pressure test,validation_is,stage41_c13_short_only_pressure,direction_side_pressure,12,12,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 20158, ""long"": 0, ""short"": 9064}","{""flat"": 6924, ""long"": 0, ""short"": 2920}","{""flat"": 5325, ""long"": 0, ""short"": 2259}","{""flat"": 0.7033726127590411, ""long"": 0.0, ""short"": 0.29662738724095894}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c13_short_only_label_pressure_test_elastic_net_logistic.joblib,4578,331,4909,4909,,0,4909,7301,0.5979524979524979,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,3432,0.06742717457730699,mt5_pending
c13_short_only_label_pressure_test,short-side label quality pressure test,oos,stage41_c13_short_only_pressure,direction_side_pressure,12,12,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 20158, ""long"": 0, ""short"": 9064}","{""flat"": 6924, ""long"": 0, ""short"": 2920}","{""flat"": 5325, ""long"": 0, ""short"": 2259}","{""flat"": 0.7021360759493671, ""long"": 0.0, ""short"": 0.2978639240506329}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c13_short_only_label_pressure_test_elastic_net_logistic.joblib,3758,362,4120,,4120,0,4120,4526,0.5234790654637983,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,2943,0.08786407766990291,mt5_pending
c14_low_complexity_model_rebuilt_label,simple regularized model trained on rebuilt asymmetric label,validation_is,stage41_c14_low_complexity_long18_short8,rebuilt_label_model_read,18,8,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 9058, ""long"": 10182, ""short"": 7373}","{""flat"": 3563, ""long"": 3200, ""short"": 2251}","{""flat"": 2836, ""long"": 2321, ""short"": 1783}","{""flat"": 0.39527401819392055, ""long"": 0.35500332815620145, ""short"": 0.24972265364987797}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c14_low_complexity_model_rebuilt_label_elastic_net_logistic.joblib,995,15,1010,1010,,443,567,10090,0.909009009009009,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-467,0.01485148514851485,mt5_pending
c14_low_complexity_model_rebuilt_label,simple regularized model trained on rebuilt asymmetric label,oos,stage41_c14_low_complexity_long18_short8,rebuilt_label_model_read,18,8,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 9058, ""long"": 10182, ""short"": 7373}","{""flat"": 3563, ""long"": 3200, ""short"": 2251}","{""flat"": 2836, ""long"": 2321, ""short"": 1783}","{""flat"": 0.4086455331412104, ""long"": 0.3344380403458213, ""short"": 0.2569164265129683}",usable,elastic_net_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c14_low_complexity_model_rebuilt_label_elastic_net_logistic.joblib,777,38,815,,815,337,478,7045,0.8963104325699746,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-362,0.046625766871165646,mt5_pending
c15_tree_model_rebuilt_label,constrained tree model trained on rebuilt asymmetric label,validation_is,stage41_c15_tree_long18_short8,rebuilt_label_model_read,18,8,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 9058, ""long"": 10182, ""short"": 7373}","{""flat"": 3563, ""long"": 3200, ""short"": 2251}","{""flat"": 2836, ""long"": 2321, ""short"": 1783}","{""flat"": 0.39527401819392055, ""long"": 0.35500332815620145, ""short"": 0.24972265364987797}",usable,extra_trees_depth4,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c15_tree_model_rebuilt_label_extra_trees_depth4.joblib,3,0,3,3,,0,3,11097,0.9997297297297297,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-1474,0.0,thin_trade_stream_python_signal_count_lt_20
c15_tree_model_rebuilt_label,constrained tree model trained on rebuilt asymmetric label,oos,stage41_c15_tree_long18_short8,rebuilt_label_model_read,18,8,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 9058, ""long"": 10182, ""short"": 7373}","{""flat"": 3563, ""long"": 3200, ""short"": 2251}","{""flat"": 2836, ""long"": 2321, ""short"": 1783}","{""flat"": 0.4086455331412104, ""long"": 0.3344380403458213, ""short"": 0.2569164265129683}",usable,extra_trees_depth4,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c15_tree_model_rebuilt_label_extra_trees_depth4.joblib,33,0,33,,33,0,33,7827,0.9958015267175573,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-1144,0.0,thin_trade_stream_vs_reference_python
c16_calibrated_rebuilt_label,calibration layer on rebuilt-label probabilities,validation_is,stage41_c16_calibrated_long18_short8,rebuilt_label_calibration_read,18,8,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 9058, ""long"": 10182, ""short"": 7373}","{""flat"": 3563, ""long"": 3200, ""short"": 2251}","{""flat"": 2836, ""long"": 2321, ""short"": 1783}","{""flat"": 0.39527401819392055, ""long"": 0.35500332815620145, ""short"": 0.24972265364987797}",usable,calibrated_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c16_calibrated_rebuilt_label_calibrated_logistic.joblib,288,0,288,288,,106,182,10812,0.9740540540540541,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-1189,0.0,mt5_pending
c16_calibrated_rebuilt_label,calibration layer on rebuilt-label probabilities,oos,stage41_c16_calibrated_long18_short8,rebuilt_label_calibration_read,18,8,0.001277833051854688,0.001277833051854688,symmetric_current_band,False,False,"{""flat"": 9058, ""long"": 10182, ""short"": 7373}","{""flat"": 3563, ""long"": 3200, ""short"": 2251}","{""flat"": 2836, ""long"": 2321, ""short"": 1783}","{""flat"": 0.4086455331412104, ""long"": 0.3344380403458213, ""short"": 0.2569164265129683}",usable,calibrated_logistic,stages/41_label_horizon__directional_asymmetric_return_target_rebuild/02_runs/run35A_directional_asymmetric_label_horizon_broad_mt5_probe_v1/models/c16_calibrated_rebuilt_label_calibrated_logistic.joblib,96,3,99,,99,52,47,7761,0.9874045801526717,mt5_pending,mt5_trade_direction_attribution_not_available_in_summary_import,-1078,0.030303030303030304,thin_trade_stream_vs_reference_python
