candidate_id,surface_id,dataset_id,feature_bundle,feature_count,target_id,side,model_id,gate_id,target_trades_day,train_rows,train_positive_rate,train_auc,score_threshold,train_net_profit,train_gross_profit,train_gross_loss,train_profit_factor,train_max_drawdown_amount,train_max_drawdown_percent,train_trade_count,train_trades_day,train_win_rate,train_average_win,train_average_loss,train_payoff_ratio,train_expectancy,train_recovery_factor,train_smoothness_r2,train_max_consecutive_loss,train_long_trade_count,train_short_trade_count,validation_net_profit,validation_gross_profit,validation_gross_loss,validation_profit_factor,validation_max_drawdown_amount,validation_max_drawdown_percent,validation_trade_count,validation_trades_day,validation_win_rate,validation_average_win,validation_average_loss,validation_payoff_ratio,validation_expectancy,validation_recovery_factor,validation_smoothness_r2,validation_max_consecutive_loss,validation_long_trade_count,validation_short_trade_count,oos_net_profit,oos_gross_profit,oos_gross_loss,oos_profit_factor,oos_max_drawdown_amount,oos_max_drawdown_percent,oos_trade_count,oos_trades_day,oos_win_rate,oos_average_win,oos_average_loss,oos_payoff_ratio,oos_expectancy,oos_recovery_factor,oos_smoothness_r2,oos_max_consecutive_loss,oos_long_trade_count,oos_short_trade_count,scout_clue,meaningful_candidate,final_like_reference_only
f73b_0109,session_regime_core,fwd12,session_regime_core,41,long_quality,long,small_nn_16,cash_late,1.5,5130,0.41695906432748536,0.6285997621976105,0.44148096442222595,10138.803741912841,29166.597264099124,-19027.79352218628,1.5328417995544816,696.5670532226577,6.965670532226577,1914,2.2570754716981134,0.5261233019853709,28.963850311915714,-21.02518621236053,1.3775787771567087,5.297180638407963,14.5553880204437,0.983557926925868,23,1914,0,-2583.5135499572752,6423.7017703247075,-9007.215320281983,0.7131728888350373,2666.3375644302287,26.663375644302285,408,1.5055350553505535,0.33578431372549017,46.88833408996137,-33.23695690140953,1.4107288530970448,-6.332141053816851,-0.9689371610039735,0.8951525719599309,21,408,0,1111.6351123046873,2806.5662326049824,-1694.931120300295,1.6558585767825988,317.9619560241699,3.179619560241699,154,0.7897435897435897,0.4805194805194805,37.92657071087814,-21.18663900375369,1.790117380305512,7.218409820160307,3.496126159886204,0.7977864002208543,14,154,0,False,False,False
f73b_0133,session_regime_core,fwd12,session_regime_core,41,short_quality,short,hist_gbm,cash_open,1.5,5483,0.3758891118001094,0.8770332871952498,0.43002899730476357,35206.74464477539,40072.890106506355,-4866.145461730956,8.23503744835689,110.50391426086571,1.1050391426086572,1286,1.5093896713615023,0.8413685847589425,37.035942797140805,-23.853654224171354,1.5526318294499126,27.37693984819237,318.6017878214079,0.9929623635371774,4,0,1286,-1920.1246611404438,6492.92514251709,-8413.049803657534,0.7717682997305354,2250.704850349437,22.50704850349437,408,1.5,0.3431372549019608,46.378036732264924,-31.391976879319156,1.4773850309127392,-4.706187894952068,-0.8531214836287092,0.9397127269977551,17,0,408,2181.4399127960214,7888.316801452637,-5706.876888656616,1.3822475857385328,433.48558006286476,4.334855800628647,298,1.5520833333333333,0.48322147651006714,54.77997778786553,-37.05764213413387,1.4782370014148196,7.320268163745038,5.032324056730251,0.9530288338201729,8,0,298,False,False,False
f73b_0025,all58_fwd18_horizon_shift,fwd18,all58,58,long_inverse,long,logistic_l2,all,1.5,26613,0.30703039867733817,0.5877149954533684,0.6805977277207625,2015.6600008392343,12687.739552688598,-10672.079551849363,1.1888722803317129,2289.380344085692,22.89380344085692,399,0.475,0.40100250626566414,79.29837220430373,-44.65305251819817,1.7758779687454962,5.051779450724898,0.8804391135996351,0.6442543578337461,32,399,0,1317.6657977676339,21094.67792549133,-19777.012127723698,1.0666261308461509,4058.3824169921845,40.58382416992185,408,1.5055350553505535,0.37745098039215685,136.97842808760603,-77.86225247135314,1.7592405015254695,3.2295730337442006,0.3246775839188176,0.05647027835971315,24,408,0,1661.7005050659184,6424.814436340331,-4763.113931274416,1.3488685194270191,1582.0253395080563,15.820253395080563,153,0.8947368421052632,0.4444444444444444,94.48256524029898,-56.03663448558137,1.6860856492837741,10.860787614809924,1.0503627619407396,0.5726994654575911,11,153,0,False,False,False
f73b_0079,core_price_path_only,fwd18,core_price_path,37,short_inverse,short,logistic_l2,all,1.5,26613,0.36298049825273365,0.5709855490132932,0.6685919010553839,-6030.3819628143265,9121.901760025028,-15152.283722839355,0.6020149785260023,6266.982255401607,62.66982255401607,478,0.5683709869203329,0.303347280334728,62.909667310517435,-45.5023535220401,1.38255853689075,-12.615861846891896,-0.9622465354224753,0.6719095726451302,22,0,478,-3681.747773513796,20068.816977005008,-23750.564750518803,0.8449827272661644,5539.684283142079,55.39684283142079,408,1.7510729613733906,0.3799019607843137,129.47623856132265,-93.87575000205061,1.3792298709570296,-9.023891601749499,-0.6646132857639188,0.7061179027476154,18,0,408,1565.9979519653325,6235.301540069579,-4669.30358810425,1.3353814808604314,1379.9005493164022,13.799005493164024,147,0.8212290502793296,0.42857142857142855,98.97304031856474,-55.58694747743154,1.780508641147242,10.653047292281174,1.1348629093169955,0.2863056027340196,12,0,147,False,False,False
f73b_0074,core_price_path_only,fwd18,core_price_path,37,long_inverse,long,logistic_l2,all,3.0,26613,0.30703039867733817,0.5821184705389919,0.6233142172232612,-221.63738704681282,30187.336744499207,-30408.97413154602,0.9927114480716109,3061.791608352656,30.61791608352656,1272,1.5,0.35691823899371067,66.4919311552846,-37.17478500189,1.7886298778030347,-0.17424322881038742,-0.07238813590127414,0.008734339786796766,31,1272,0,2793.314313011163,35400.14473823547,-32606.83042522431,1.0856665390834883,5659.069299850456,56.590692998504565,816,3.0,0.38235294117647056,113.46200236613932,-64.6960921135403,1.7537690246733273,3.423179305160739,0.49359959473989434,0.06254561109716372,28,816,0,4444.067953491212,18979.61656188965,-14535.548608398436,1.3057378894473575,3120.320206451417,31.20320206451417,476,2.5185185185185186,0.4222689075630252,94.4259530442271,-52.85654039417613,1.7864573114329518,9.336277213216833,1.424234584740015,0.6061800167753599,27,476,0,False,False,False
f73b_0031,all58_fwd18_horizon_shift,fwd18,all58,58,short_inverse,short,logistic_l2,all,1.5,26613,0.36298049825273365,0.579251930101722,0.68871937071298,-4962.870583572384,8261.013891906741,-13223.884475479126,0.6247040275665618,5040.945776977533,50.40945776977532,427,0.5077288941736029,0.2997658079625293,64.53917103052142,-44.22703837952885,1.4592695643937657,-11.622647736703476,-0.98451179662322,0.6096372185184136,20,0,427,-1778.4867074584981,21623.9251914978,-23402.4118989563,0.9240041276455861,4936.315420227049,49.363154202270486,408,1.8133333333333332,0.3897058823529412,135.99952950627548,-93.98558995564778,1.4470253319732767,-4.359036047692397,-0.36028627752816805,0.36936284642454065,16,0,408,1469.5247021484379,6299.226234512329,-4829.701532363892,1.304268222850032,1362.0261352539019,13.620261352539018,154,0.8324324324324325,0.42857142857142855,95.4428217350353,-54.882971958680585,1.739024297133376,9.542368195769077,1.078925480291534,0.1110556266377087,9,0,154,False,False,False
f73b_0073,core_price_path_only,fwd18,core_price_path,37,long_inverse,long,logistic_l2,all,1.5,26613,0.30703039867733817,0.5821184705389919,0.6775655995201474,4270.05836364746,12850.3591796875,-8580.300816040039,1.4976583519851663,2565.3791661071737,25.653791661071736,334,0.4118372379778052,0.45808383233532934,83.98927568423203,-47.40497688419911,1.771739619015131,12.784605879184014,1.664494052209462,0.863817781664453,30,334,0,2325.9785104370067,21697.495487213127,-19371.516976776136,1.1200720889967228,4112.593521575927,41.12593521575928,408,1.7739130434782608,0.3946078431372549,134.76705271560948,-78.42719423796007,1.7183714657278915,5.70092772165933,0.5655746181173048,0.14840378977584698,19,408,0,1067.7333956909185,4685.274172210693,-3617.5407765197756,1.2951544879939463,1155.1354881286625,11.551354881286626,108,0.6390532544378699,0.4444444444444444,97.60987858772278,-60.29234627532959,1.618943109992433,9.886420330471468,0.924336068508001,0.5109029706282332,14,108,0,False,False,False
f73b_0050,core_price_path_only,fwd12,core_price_path,37,long_inverse,long,logistic_l2,all,3.0,29222,0.3101772637054274,0.5849418619823079,0.6373275759727324,5004.152983398446,27195.974708557136,-22191.82172515869,1.2254953669587783,2336.9004718780525,23.369004718780527,1040,1.2264150943396226,0.42788461538461536,61.11454990686997,-37.297179370014604,1.6385836928999395,4.811685560960044,2.1413633330207054,0.8225795230553027,20,1040,0,506.18884090423035,31757.078267517085,-31250.889426612863,1.0161975818990021,5122.387217407223,51.22387217407223,816,3.0,0.4019607843137255,96.82036057169843,-64.03870784141981,1.5119037194107103,0.6203294618924392,0.0988189333254751,0.011947614215370049,19,816,0,3998.9457052612297,17643.294627685544,-13644.348922424319,1.2930843917872115,1792.5510098266623,17.925510098266624,490,2.5925925925925926,0.4530612244897959,79.47430012470966,-50.9117497105385,1.5610207972926697,8.161113684206592,2.230868568503344,0.7331052878285099,20,490,0,False,False,False
f73b_0049,core_price_path_only,fwd12,core_price_path,37,long_inverse,long,logistic_l2,all,1.5,29222,0.3101772637054274,0.5849418619823079,0.6899588627506325,4500.246959457406,10874.842669067391,-6374.595709609985,1.7059658626935486,1594.442012481688,15.94442012481688,261,0.30814639905548996,0.49808429118773945,83.652635915903,-48.66103595122126,1.7190886770219604,17.242325515162474,2.8224588440522487,0.8882817913301643,19,261,0,-859.192807159425,18676.661738891606,-19535.854546051032,0.9560196967512177,4234.73371322632,42.3473371322632,408,1.7739130434782608,0.37745098039215685,121.27702427851692,-76.91281317342926,1.5768117076286319,-2.1058647234299634,-0.20289181453745556,0.00121332349872313,18,408,0,950.007199020385,4593.244819946289,-3643.237620925904,1.260759054958086,1386.6131896972656,13.866131896972655,121,0.7159763313609467,0.47107438016528924,80.58324245519805,-56.92558782696725,1.4155891143389037,7.851299165457727,0.6851277674834441,0.3341667165110317,14,121,0,False,False,False
f73b_0091,session_regime_core,fwd12,session_regime_core,41,long_quality,long,small_nn_16,cash_open,1.5,5483,0.38865584534014225,0.5637418956891618,0.43881717324256897,6742.031309814454,20704.85848480225,-13962.827174987795,1.4828557444219994,457.4998951721209,4.574998951721209,933,1.0937866354044548,0.47266881028938906,46.94979248254479,-28.379730030462998,1.6543424631646797,7.22618575542814,14.736683835256319,0.9469101513864588,9,933,0,1600.3730423355087,10427.286704711916,-8826.913662376406,1.1813060718104558,872.3599502563466,8.723599502563467,408,1.511111111111111,0.44607843137254904,57.29278409182371,-39.057140099010645,1.466896550709687,3.9224829469007565,1.8345329148423566,0.9067674059463523,14,408,0,1207.5703271102952,6436.345268554694,-5228.7749414444,1.2309470842852368,434.24562187194715,4.342456218719472,252,1.2923076923076924,0.42857142857142855,59.59578952365457,-36.31093709336389,1.6412627790469823,4.791945742501172,2.7808462913332272,0.858849796049787,10,252,0,False,False,False
