split,source_selected_count,reproduced_selected_count,overlap_count,overlap_ratio_vs_source,source_net_profit,source_profit_factor,source_max_drawdown_percent,source_trades_day,reproduced_net_profit,reproduced_profit_factor,reproduced_max_drawdown_percent,reproduced_trades_day
validation,340,340,340,1.0,2251.030872955321,1.3118881492172865,7.67075126647951,1.2592592592592593,2251.030872955321,1.3118881492172865,7.67075126647951,1.2592592592592593
oos,195,195,195,1.0,1431.5035032653857,1.3586513026740523,4.245295150756847,1.0,1431.5035032653855,1.3586513026740525,4.245295150756847,1.0
