run_id,attempt_name,candidate_id,axis_id,split,test_period_start,test_period_end,calendar_days_exclusive,tester_status,runtime_status,report_status,expected_rows,feature_ready_count,feature_ready_diff,expected_signal_count,signal_count,signal_count_diff,expected_selected_trade_count,order_attempt_count,order_fill_count,order_fill_rate,trade_count,trades_per_day,long_trade_count,short_trade_count,winning_trade_count,losing_trade_count,net_profit,gross_profit,gross_loss,profit_factor,expectancy,win_rate_percent,average_win,average_loss,payoff_ratio,recovery_factor,max_drawdown_amount,max_drawdown_percent,proxy_net_profit,proxy_profit_factor,proxy_trades_per_day,proxy_dd_percent,dd_delta_runtime_minus_proxy,gap_cause_summary,report_path,telemetry_path,summary_path,claim_boundary
frontier71D_mt5_runtime_probe_economics_native_scout_v1,f73f_direct_binary_adapter_validation,f73f_direct_binary_f73c_0002,f73f_direct_binary_adapter,validation,2025-01-02,2025-10-01,272,completed,completed,completed,9844,9844,0,340,340,0,340,220,220,1.0,210,0.7720588235294118,210,0,87,123,33.83,550.18,-516.35,1.07,0.16,41.43,6.323908045977011,-4.197967479674797,1.506421399545216,0.29,117.63,21.0,2251.030872955321,1.3118881492172865,1.2592592592592593,7.67075126647951,13.32924873352049,trade_lifecycle_gap_after_signal_parity,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_73__session_regime_feature_model_rotation_for_runtime_economics_gap/02_runs/frontier73F_pre_mt5_grok_direct_binary_adapter_runtime_repair_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier73F_pre_mt5_grok_direct_binary_adapter_runtime_repair_v1_f73f_direct_binary_adapter_validation.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier73F_direct_binary_adapter_runtime_repair/telemetry/f73f_direct_binary_adapter_validation_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier73F_direct_binary_adapter_runtime_repair/telemetry/f73f_direct_binary_adapter_validation_summary.csv,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
frontier71D_mt5_runtime_probe_economics_native_scout_v1,f73f_direct_binary_adapter_oos,f73f_direct_binary_f73c_0002,f73f_direct_binary_adapter,oos,2025-10-01,2026-04-14,195,completed,completed,completed,7584,7584,0,195,195,0,195,132,132,1.0,123,0.6307692307692307,123,0,54,69,88.88,366.36,-277.48,1.32,0.72,43.9,6.7844444444444445,-4.021449275362319,1.6870645331795684,3.08,28.89,5.16,1431.5035032653855,1.3586513026740525,1.0,4.245295150756847,0.9147048492431535,trade_lifecycle_gap_after_signal_parity,C:/Users/awdse/AppData/Roaming/MetaQuotes/Terminal/D0E8209F77C8CF37AD8BF550E51FF075/MQL5/Experts/Project_Obsidian_Prime_v2/stages/stage_frontier_73__session_regime_feature_model_rotation_for_runtime_economics_gap/02_runs/frontier73F_pre_mt5_grok_direct_binary_adapter_runtime_repair_v1/mt5/reports/Project_Obsidian_Prime_v2_frontier73F_pre_mt5_grok_direct_binary_adapter_runtime_repair_v1_f73f_direct_binary_adapter_oos.htm,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier73F_direct_binary_adapter_runtime_repair/telemetry/f73f_direct_binary_adapter_oos_telemetry.csv,C:/Users/awdse/AppData/Local/ObsidianPrime/mt5_portable_run329E/Common/Files/Project_Obsidian_Prime_v2/frontier73F_direct_binary_adapter_runtime_repair/telemetry/f73f_direct_binary_adapter_oos_summary.csv,runtime_probe_observation_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
