split,source_binary_net,source_binary_pf,source_binary_dd,source_binary_tpd,bridge_proxy_net,bridge_proxy_pf,bridge_proxy_dd,bridge_proxy_tpd,runtime_net,runtime_pf,runtime_dd,runtime_tpd,signal_count_diff,feature_ready_diff,source_bridge_overlap_ratio,expected_signal_count,runtime_trade_count,gap_driver_primary,gap_driver_secondary,claim_boundary
validation,2251.030872955321,1.3118881492172865,7.67075126647951,1.2592592592592593,-1216.2911083984388,0.8737050488310499,15.626041001510638,1.25,-115.3,0.83,26.39,0.8382352941176471,0,0,0.1823529411764705,340,228,proxy_bridge_selection_divergence,trade_lifecycle_gap_after_signal_parity,gap_analysis_and_repair_decision_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
oos,1431.5035032653857,1.3586513026740523,4.245295150756847,1.0,784.243637390138,1.0948640212672127,13.278702453613258,1.7473684210526317,48.84,1.09,15.33,1.0102564102564102,0,0,0.1948717948717948,332,197,proxy_bridge_selection_divergence,trade_lifecycle_gap_after_signal_parity,gap_analysis_and_repair_decision_only_no_completion_no_baseline_no_promotion_no_runtime_authority_no_live_readiness_no_goal_achieve
